system_id,sample_chronological_period_id,chronological_period_id,sample_id,taxon_id,BNam,Befu,ChronoDat,ChronoDat Beschreibung,ProbNr,ProjektNr,TaxAut
674,,1,91,6,Chenopodium album,A9126,,,19_0014_0004,19_0014,L.
675,,1,91,79,Galium aparine/spurium,A9126,,,19_0014_0004,19_0014,L./L.
676,,1,91,36,Indeterminata,A9126,,,19_0014_0004,19_0014,
677,,1,91,50,Polygonum lapathifolium agg.,A9126,,,19_0014_0004,19_0014,L.
678,,1,91,42,Rumex crispus,A9126,,,19_0014_0004,19_0014,L.
679,,1,91,53,Rumex acetosella agg.,A9126,,,19_0014_0004,19_0014,
680,,1,91,20,Spergula arvensis,A9126,,,19_0014_0004,19_0014,L.
681,,1,91,22,Stellaria media,A9126,,,19_0014_0004,19_0014,
682,,1,92,83,Bromus spec.,A9199,,,19_0014_0006,19_0014,L.
683,,1,92,82,Camelina sativa,A9199,,,19_0014_0006,19_0014,(L.) Crantz
684,,1,92,51,Carex spec. tricarpellat,A9199,,,19_0014_0006,19_0014,
685,,1,92,44,Cerealia indet.,A9199,,,19_0014_0006,19_0014,
686,,1,92,6,Chenopodium album,A9199,,,19_0014_0006,19_0014,L.
687,,1,92,69,Euphorbia helioscopia,A9199,,,19_0014_0006,19_0014,L.
688,,1,92,50,Polygonum lapathifolium agg.,A9199,,,19_0014_0006,19_0014,L.
689,,1,93,44,Cerealia indet.,A957,,,19_0014_0064,19_0014,
690,,1,93,6,Chenopodium album,A957,,,19_0014_0064,19_0014,L.
691,,1,93,80,Galium aparine,A957,,,19_0014_0064,19_0014,L.
692,,1,93,36,Indeterminata,A957,,,19_0014_0064,19_0014,
693,,1,93,12,Polygonum aviculare agg.,A957,,,19_0014_0064,19_0014,
694,,1,93,16,Ranunculus spec.,A957,,,19_0014_0064,19_0014,L.
695,,1,93,20,Spergula arvensis,A957,,,19_0014_0064,19_0014,L.
696,,1,93,22,Stellaria media,A957,,,19_0014_0064,19_0014,
697,,1,94,43,Avena sativa,A973,,,19_0014_0065,19_0014,L.
698,,1,94,44,Cerealia indet.,A973,,,19_0014_0065,19_0014,
699,,1,94,6,Chenopodium album,A973,,,19_0014_0065,19_0014,L.
700,,1,94,80,Galium aparine,A973,,,19_0014_0065,19_0014,L.
701,,1,94,45,Galium spurium,A973,,,19_0014_0065,19_0014,L.
702,,1,94,47,Hordeum distichon/vulgare Nacktgerste,A973,,,19_0014_0065,19_0014,
703,,1,94,48,Hordeum distichon/vulgare Spelzgerste,A973,,,19_0014_0065,19_0014,
704,,1,94,20,Spergula arvensis,A973,,,19_0014_0065,19_0014,L.
705,,1,94,22,Stellaria media,A973,,,19_0014_0065,19_0014,
706,,1,95,44,Cerealia indet.,A9847,,,19_0014_0002,19_0014,
707,,1,95,79,Galium aparine/spurium,A9847,,,19_0014_0002,19_0014,L./L.
708,,1,95,46,Hordeum distichon/vulgare,A9847,,,19_0014_0002,19_0014,L./L.
709,,1,95,36,Indeterminata,A9847,,,19_0014_0002,19_0014,
710,,1,95,50,Polygonum lapathifolium agg.,A9847,,,19_0014_0002,19_0014,L.
711,,1,95,42,Rumex crispus,A9847,,,19_0014_0002,19_0014,L.
712,,1,95,22,Stellaria media,A9847,,,19_0014_0002,19_0014,
713,,1,96,4,Atriplex spec.,11200,,,22_0005_0001,22_0005,L.
714,,1,96,84,Chenopodium spec.,11200,,,22_0005_0001,22_0005,L.
715,,1,96,36,Indeterminata,11200,,,22_0005_0001,22_0005,
716,,1,96,72,Phleum,11200,,,22_0005_0001,22_0005,
717,,1,96,12,Polygonum aviculare agg.,11200,,,22_0005_0001,22_0005,
718,,1,96,53,Rumex acetosella agg.,11200,,,22_0005_0001,22_0005,
719,,1,96,18,Silene spec.,11200,,,22_0005_0001,22_0005,L.
720,,1,96,22,Stellaria media,11200,,,22_0005_0001,22_0005,
721,,1,97,27,Corylus avellana,11201,,,22_0005_0002,22_0005,L.
722,,1,97,36,Indeterminata,11201,,,22_0005_0002,22_0005,
723,,1,97,17,Rubus idaeus,11201,,,22_0005_0002,22_0005,L.
724,,1,98,85,Carex spec. bicarpellat,11221,,,22_0005_0003,22_0005,
725,,1,98,84,Chenopodium spec.,11221,,,22_0005_0003,22_0005,L.
726,,1,98,27,Corylus avellana,11221,,,22_0005_0003,22_0005,L.
727,,1,98,36,Indeterminata,11221,,,22_0005_0003,22_0005,
728,,1,99,1,Aethusa cynapium,12026,,,22_0005_0004,22_0005,L.
729,,1,99,86,Alnus glutinosa,12026,,,22_0005_0004,22_0005,(L.) Gaertn.
730,,1,99,87,Arctium minus s.l.,12026,,,22_0005_0004,22_0005,(Hill) Bernh.
731,,1,99,88,Asteraceae,12026,,,22_0005_0004,22_0005,
732,,1,99,43,Avena sativa,12026,,,22_0005_0004,22_0005,L.
733,,1,99,89,Bromus secalinus,12026,,,22_0005_0004,22_0005,L.
734,,1,99,85,Carex spec. bicarpellat,12026,,,22_0005_0004,22_0005,
735,,1,99,51,Carex spec. tricarpellat,12026,,,22_0005_0004,22_0005,
736,,1,99,90,Centaurea cyanus,12026,,,22_0005_0004,22_0005,L.
737,,1,99,6,Chenopodium album,12026,,,22_0005_0004,22_0005,L.
738,,1,99,27,Corylus avellana,12026,,,22_0005_0004,22_0005,L.
739,,1,99,91,Comarum,12026,,,22_0005_0004,22_0005,
740,,1,99,7,Fragaria vesca,12026,,,22_0005_0004,22_0005,L.
741,,1,99,8,Galeopsis spec.,12026,,,22_0005_0004,22_0005,L.
742,,1,99,92,Eleocharis palustris agg.,12026,,,22_0005_0004,22_0005,(L.)R. et Sch.
743,,1,99,29,Humulus lupulus,12026,,,22_0005_0004,22_0005,L.
744,,1,99,36,Indeterminata,12026,,,22_0005_0004,22_0005,
745,,1,99,71,Juniperus communis,12026,,,22_0005_0004,22_0005,L.
746,,1,99,49,Lamium spec.,12026,,,22_0005_0004,22_0005,L.
747,,1,99,60,Linum usitatissimum,12026,,,22_0005_0004,22_0005,L.
748,,1,99,93,Oxalis acetosella,12026,,,22_0005_0004,22_0005,L.
749,,1,99,67,Picea abies,12026,,,22_0005_0004,22_0005,(L.) H. Karst.
750,,1,99,52,Poaceae,12026,,,22_0005_0004,22_0005,
751,,1,99,12,Polygonum aviculare agg.,12026,,,22_0005_0004,22_0005,
752,,1,99,94,Potentilla erecta,12026,,,22_0005_0004,22_0005,(L.) Raeusch.
753,,1,99,50,Polygonum lapathifolium agg.,12026,,,22_0005_0004,22_0005,L.
754,,1,99,13,Polygonum convolvulus,12026,,,22_0005_0004,22_0005,(L.) A. Löve
755,,1,99,63,Prunella vulgaris,12026,,,22_0005_0004,22_0005,L.
756,,1,99,95,Ranunculus acris/repens,12026,,,22_0005_0004,22_0005,L./L.
757,,1,99,96,Ranunculus sceleratus,12026,,,22_0005_0004,22_0005,L.
758,,1,99,97,Rubus fruticosus agg.,12026,,,22_0005_0004,22_0005,
759,,1,99,17,Rubus idaeus,12026,,,22_0005_0004,22_0005,L.
760,,1,99,53,Rumex acetosella agg.,12026,,,22_0005_0004,22_0005,
761,,1,99,56,Rumex spec.,12026,,,22_0005_0004,22_0005,L.
762,,1,99,98,Schoenoplectus tabernaemontani,12026,,,22_0005_0004,22_0005,(C. C. Gmel.) Palla
763,,1,99,18,Silene spec.,12026,,,22_0005_0004,22_0005,L.
764,,1,99,99,Silaum silaus,12026,,,22_0005_0004,22_0005,(L.) Schinz & Thell.
765,,1,99,20,Spergula arvensis,12026,,,22_0005_0004,22_0005,L.
766,,1,99,21,Stellaria graminea,12026,,,22_0005_0004,22_0005,L.
767,,1,99,22,Stellaria media,12026,,,22_0005_0004,22_0005,
768,,1,99,54,Thlaspi arvense,12026,,,22_0005_0004,22_0005,L.
769,,1,99,24,Urtica dioica,12026,,,22_0005_0004,22_0005,L.
770,,1,99,100,Urtica urens,12026,,,22_0005_0004,22_0005,L.
771,,1,100,1,Aethusa cynapium,200125,,,22_0005_0012,22_0005,L.
772,,1,100,78,Alchemilla spec.,200125,,,22_0005_0012,22_0005,L. (bearb. v. Lippert)
773,,1,100,85,Carex spec. bicarpellat,200125,,,22_0005_0012,22_0005,
774,,1,100,51,Carex spec. tricarpellat,200125,,,22_0005_0012,22_0005,
775,,1,100,44,Cerealia indet.,200125,,,22_0005_0012,22_0005,
776,,1,100,6,Chenopodium album,200125,,,22_0005_0012,22_0005,L.
777,,1,100,84,Chenopodium spec.,200125,,,22_0005_0012,22_0005,L.
778,,1,100,101,Euphorbia peplus,200125,,,22_0005_0012,22_0005,L.
779,,1,100,102,Ficus carica,200125,,,22_0005_0012,22_0005,L.
780,,1,100,36,Indeterminata,200125,,,22_0005_0012,22_0005,
781,,1,100,49,Lamium spec.,200125,,,22_0005_0012,22_0005,L.
782,,1,100,103,Luzula multiflora,200125,,,22_0005_0012,22_0005,(Retz.) Lej.
783,,1,100,104,Papaver spec.,200125,,,22_0005_0012,22_0005,L.
784,,1,100,12,Polygonum aviculare agg.,200125,,,22_0005_0012,22_0005,
785,,1,100,74,Potentilla spec.,200125,,,22_0005_0012,22_0005,L.
786,,1,100,96,Ranunculus sceleratus,200125,,,22_0005_0012,22_0005,L.
787,,1,100,97,Rubus fruticosus agg.,200125,,,22_0005_0012,22_0005,
788,,1,100,17,Rubus idaeus,200125,,,22_0005_0012,22_0005,L.
789,,1,100,53,Rumex acetosella agg.,200125,,,22_0005_0012,22_0005,
790,,1,100,105,Sambucus nigra,200125,,,22_0005_0012,22_0005,L.
791,,1,100,106,Secale cereale,200125,,,22_0005_0012,22_0005,L.
792,,1,100,18,Silene spec.,200125,,,22_0005_0012,22_0005,L.
793,,1,100,107,Solanum dulcamara,200125,,,22_0005_0012,22_0005,L.
794,,1,100,22,Stellaria media,200125,,,22_0005_0012,22_0005,
795,,1,100,108,Stellaria palustris,200125,,,22_0005_0012,22_0005,Retz.
796,,1,100,109,Taraxacum spec.,200125,,,22_0005_0012,22_0005,Zinn
797,,1,100,59,Triticum aestivum s.l./durum/turgidum,200125,,,22_0005_0012,22_0005,L./L.
798,,1,100,24,Urtica dioica,200125,,,22_0005_0012,22_0005,L.
799,,1,101,78,Alchemilla spec.,200149,,,22_0005_0013,22_0005,L. (bearb. v. Lippert)
800,,1,101,87,Arctium minus s.l.,200149,,,22_0005_0013,22_0005,(Hill) Bernh.
801,,1,101,58,Brassica spec.,200149,,,22_0005_0013,22_0005,L.
802,,1,101,85,Carex spec. bicarpellat,200149,,,22_0005_0013,22_0005,
803,,1,101,51,Carex spec. tricarpellat,200149,,,22_0005_0013,22_0005,
804,,1,101,6,Chenopodium album,200149,,,22_0005_0013,22_0005,L.
805,,1,101,27,Corylus avellana,200149,,,22_0005_0013,22_0005,L.
806,,1,101,66,Fumaria officinalis,200149,,,22_0005_0013,22_0005,L.
807,,1,101,8,Galeopsis spec.,200149,,,22_0005_0013,22_0005,L.
808,,1,101,29,Humulus lupulus,200149,,,22_0005_0013,22_0005,L.
809,,1,101,110,Hyoscyamus niger,200149,,,22_0005_0013,22_0005,L.
810,,1,101,36,Indeterminata,200149,,,22_0005_0013,22_0005,
811,,1,101,67,Picea abies,200149,,,22_0005_0013,22_0005,(L.) H. Karst.
812,,1,101,11,Plantago major s.l.,200149,,,22_0005_0013,22_0005,L.
813,,1,101,12,Polygonum aviculare agg.,200149,,,22_0005_0013,22_0005,
814,,1,101,50,Polygonum lapathifolium agg.,200149,,,22_0005_0013,22_0005,L.
815,,1,101,13,Polygonum convolvulus,200149,,,22_0005_0013,22_0005,(L.) A. Löve
816,,1,101,16,Ranunculus spec.,200149,,,22_0005_0013,22_0005,L.
817,,1,101,96,Ranunculus sceleratus,200149,,,22_0005_0013,22_0005,L.
818,,1,101,97,Rubus fruticosus agg.,200149,,,22_0005_0013,22_0005,
819,,1,101,17,Rubus idaeus,200149,,,22_0005_0013,22_0005,L.
820,,1,101,53,Rumex acetosella agg.,200149,,,22_0005_0013,22_0005,
821,,1,101,111,Sagittaria sagittifolia,200149,,,22_0005_0013,22_0005,L.
822,,1,101,18,Silene spec.,200149,,,22_0005_0013,22_0005,L.
823,,1,101,22,Stellaria media,200149,,,22_0005_0013,22_0005,
824,,1,101,108,Stellaria palustris,200149,,,22_0005_0013,22_0005,Retz.
825,,1,101,54,Thlaspi arvense,200149,,,22_0005_0013,22_0005,L.
826,,1,101,24,Urtica dioica,200149,,,22_0005_0013,22_0005,L.
827,,1,101,100,Urtica urens,200149,,,22_0005_0013,22_0005,L.
828,,1,102,78,Alchemilla spec.,200177,,,22_0005_0009,22_0005,L. (bearb. v. Lippert)
829,,1,102,87,Arctium minus s.l.,200177,,,22_0005_0009,22_0005,(Hill) Bernh.
830,,1,102,88,Asteraceae,200177,,,22_0005_0009,22_0005,
831,,1,102,85,Carex spec. bicarpellat,200177,,,22_0005_0009,22_0005,
832,,1,102,51,Carex spec. tricarpellat,200177,,,22_0005_0009,22_0005,
833,,1,102,6,Chenopodium album,200177,,,22_0005_0009,22_0005,L.
834,,1,102,84,Chenopodium spec.,200177,,,22_0005_0009,22_0005,L.
835,,1,102,27,Corylus avellana,200177,,,22_0005_0009,22_0005,L.
836,,1,102,69,Euphorbia helioscopia,200177,,,22_0005_0009,22_0005,L.
837,,1,102,102,Ficus carica,200177,,,22_0005_0009,22_0005,L.
838,,1,102,28,Filipendula ulmaria,200177,,,22_0005_0009,22_0005,(L.) Maxim.
839,,1,102,7,Fragaria vesca,200177,,,22_0005_0009,22_0005,L.
840,,1,102,92,Eleocharis palustris agg.,200177,,,22_0005_0009,22_0005,(L.)R. et Sch.
841,,1,102,29,Humulus lupulus,200177,,,22_0005_0009,22_0005,L.
842,,1,102,103,Luzula multiflora,200177,,,22_0005_0009,22_0005,(Retz.) Lej.
843,,1,102,67,Picea abies,200177,,,22_0005_0009,22_0005,(L.) H. Karst.
844,,1,102,12,Polygonum aviculare agg.,200177,,,22_0005_0009,22_0005,
845,,1,102,94,Potentilla erecta,200177,,,22_0005_0009,22_0005,(L.) Raeusch.
846,,1,102,50,Polygonum lapathifolium agg.,200177,,,22_0005_0009,22_0005,L.
847,,1,102,13,Polygonum convolvulus,200177,,,22_0005_0009,22_0005,(L.) A. Löve
848,,1,102,112,Potamogeton spec.,200177,,,22_0005_0009,22_0005,L.
849,,1,102,63,Prunella vulgaris,200177,,,22_0005_0009,22_0005,L.
850,,1,102,95,Ranunculus acris/repens,200177,,,22_0005_0009,22_0005,L./L.
851,,1,102,113,Rumex acetosa,200177,,,22_0005_0009,22_0005,L.
852,,1,102,97,Rubus fruticosus agg.,200177,,,22_0005_0009,22_0005,
853,,1,102,17,Rubus idaeus,200177,,,22_0005_0009,22_0005,L.
854,,1,102,53,Rumex acetosella agg.,200177,,,22_0005_0009,22_0005,
855,,1,102,19,Solanum spec.,200177,,,22_0005_0009,22_0005,L.
856,,1,102,22,Stellaria media,200177,,,22_0005_0009,22_0005,
857,,1,102,108,Stellaria palustris,200177,,,22_0005_0009,22_0005,Retz.
858,,1,102,54,Thlaspi arvense,200177,,,22_0005_0009,22_0005,L.
859,,1,102,75,Trifolium spec.,200177,,,22_0005_0009,22_0005,L.
860,,1,102,100,Urtica urens,200177,,,22_0005_0009,22_0005,L.
861,,1,103,86,Alnus glutinosa,200473,,,22_0005_0005,22_0005,(L.) Gaertn.
862,,1,103,3,Apiaceae,200473,,,22_0005_0005,22_0005,
863,,1,103,88,Asteraceae,200473,,,22_0005_0005,22_0005,
864,,1,103,43,Avena sativa,200473,,,22_0005_0005,22_0005,L.
865,,1,103,85,Carex spec. bicarpellat,200473,,,22_0005_0005,22_0005,
866,,1,103,51,Carex spec. tricarpellat,200473,,,22_0005_0005,22_0005,
867,,1,103,5,Cerastium spec.,200473,,,22_0005_0005,22_0005,L.
868,,1,103,6,Chenopodium album,200473,,,22_0005_0005,22_0005,L.
869,,1,103,27,Corylus avellana,200473,,,22_0005_0005,22_0005,L.
870,,1,103,69,Euphorbia helioscopia,200473,,,22_0005_0005,22_0005,L.
871,,1,103,102,Ficus carica,200473,,,22_0005_0005,22_0005,L.
872,,1,103,7,Fragaria vesca,200473,,,22_0005_0005,22_0005,L.
873,,1,103,66,Fumaria officinalis,200473,,,22_0005_0005,22_0005,L.
874,,1,103,8,Galeopsis spec.,200473,,,22_0005_0005,22_0005,L.
875,,1,103,114,Geum,200473,,,22_0005_0005,22_0005,
876,,1,103,92,Eleocharis palustris agg.,200473,,,22_0005_0005,22_0005,(L.)R. et Sch.
877,,1,103,110,Hyoscyamus niger,200473,,,22_0005_0005,22_0005,L.
878,,1,103,36,Indeterminata,200473,,,22_0005_0005,22_0005,
879,,1,103,115,Leontodon spec.,200473,,,22_0005_0005,22_0005,L.
880,,1,103,103,Luzula multiflora,200473,,,22_0005_0005,22_0005,(Retz.) Lej.
881,,1,103,116,Menyanthes trifoliata,200473,,,22_0005_0005,22_0005,L.
882,,1,103,93,Oxalis acetosella,200473,,,22_0005_0005,22_0005,L.
883,,1,103,52,Poaceae,200473,,,22_0005_0005,22_0005,
884,,1,103,12,Polygonum aviculare agg.,200473,,,22_0005_0005,22_0005,
885,,1,103,50,Polygonum lapathifolium agg.,200473,,,22_0005_0005,22_0005,L.
886,,1,103,13,Polygonum convolvulus,200473,,,22_0005_0005,22_0005,(L.) A. Löve
887,,1,103,112,Potamogeton spec.,200473,,,22_0005_0005,22_0005,L.
888,,1,103,95,Ranunculus acris/repens,200473,,,22_0005_0005,22_0005,L./L.
889,,1,103,17,Rubus idaeus,200473,,,22_0005_0005,22_0005,L.
890,,1,103,53,Rumex acetosella agg.,200473,,,22_0005_0005,22_0005,
891,,1,103,56,Rumex spec.,200473,,,22_0005_0005,22_0005,L.
892,,1,103,117,Ruppia maritima,200473,,,22_0005_0005,22_0005,L.
893,,1,103,98,Schoenoplectus tabernaemontani,200473,,,22_0005_0005,22_0005,(C. C. Gmel.) Palla
894,,1,103,18,Silene spec.,200473,,,22_0005_0005,22_0005,L.
895,,1,103,19,Solanum spec.,200473,,,22_0005_0005,22_0005,L.
896,,1,103,20,Spergula arvensis,200473,,,22_0005_0005,22_0005,L.
897,,1,103,21,Stellaria graminea,200473,,,22_0005_0005,22_0005,L.
898,,1,103,22,Stellaria media,200473,,,22_0005_0005,22_0005,
899,,1,103,54,Thlaspi arvense,200473,,,22_0005_0005,22_0005,L.
900,,1,103,118,Thalictrum flavum,200473,,,22_0005_0005,22_0005,L.
901,,1,103,119,Trientalis europaea,200473,,,22_0005_0005,22_0005,L.
902,,1,103,24,Urtica dioica,200473,,,22_0005_0005,22_0005,L.
903,,1,103,100,Urtica urens,200473,,,22_0005_0005,22_0005,L.
904,,1,103,65,Viola spec.,200473,,,22_0005_0005,22_0005,L.
905,,1,104,86,Alnus glutinosa,200475,,,22_0005_0006,22_0005,(L.) Gaertn.
906,,1,104,43,Avena sativa,200475,,,22_0005_0006,22_0005,L.
907,,1,104,85,Carex spec. bicarpellat,200475,,,22_0005_0006,22_0005,
908,,1,104,51,Carex spec. tricarpellat,200475,,,22_0005_0006,22_0005,
909,,1,104,5,Cerastium spec.,200475,,,22_0005_0006,22_0005,L.
910,,1,104,84,Chenopodium spec.,200475,,,22_0005_0006,22_0005,L.
911,,1,104,120,Cirsium spec.,200475,,,22_0005_0006,22_0005,Mill.
912,,1,104,27,Corylus avellana,200475,,,22_0005_0006,22_0005,L.
913,,1,104,69,Euphorbia helioscopia,200475,,,22_0005_0006,22_0005,L.
914,,1,104,102,Ficus carica,200475,,,22_0005_0006,22_0005,L.
915,,1,104,7,Fragaria vesca,200475,,,22_0005_0006,22_0005,L.
916,,1,104,92,Eleocharis palustris agg.,200475,,,22_0005_0006,22_0005,(L.)R. et Sch.
917,,1,104,29,Humulus lupulus,200475,,,22_0005_0006,22_0005,L.
918,,1,104,36,Indeterminata,200475,,,22_0005_0006,22_0005,
919,,1,104,103,Luzula multiflora,200475,,,22_0005_0006,22_0005,(Retz.) Lej.
920,,1,104,67,Picea abies,200475,,,22_0005_0006,22_0005,(L.) H. Karst.
921,,1,104,12,Polygonum aviculare agg.,200475,,,22_0005_0006,22_0005,
922,,1,104,94,Potentilla erecta,200475,,,22_0005_0006,22_0005,(L.) Raeusch.
923,,1,104,50,Polygonum lapathifolium agg.,200475,,,22_0005_0006,22_0005,L.
924,,1,104,112,Potamogeton spec.,200475,,,22_0005_0006,22_0005,L.
925,,1,104,63,Prunella vulgaris,200475,,,22_0005_0006,22_0005,L.
926,,1,104,16,Ranunculus spec.,200475,,,22_0005_0006,22_0005,L.
927,,1,104,97,Rubus fruticosus agg.,200475,,,22_0005_0006,22_0005,
928,,1,104,17,Rubus idaeus,200475,,,22_0005_0006,22_0005,L.
929,,1,104,53,Rumex acetosella agg.,200475,,,22_0005_0006,22_0005,
930,,1,104,117,Ruppia maritima,200475,,,22_0005_0006,22_0005,L.
931,,1,104,105,Sambucus nigra,200475,,,22_0005_0006,22_0005,L.
932,,1,104,98,Schoenoplectus tabernaemontani,200475,,,22_0005_0006,22_0005,(C. C. Gmel.) Palla
933,,1,104,20,Spergula arvensis,200475,,,22_0005_0006,22_0005,L.
934,,1,104,22,Stellaria media,200475,,,22_0005_0006,22_0005,
935,,1,104,109,Taraxacum spec.,200475,,,22_0005_0006,22_0005,Zinn
936,,1,104,54,Thlaspi arvense,200475,,,22_0005_0006,22_0005,L.
937,,1,104,24,Urtica dioica,200475,,,22_0005_0006,22_0005,L.
938,,1,105,6,Chenopodium album,23362,,,22_0005_0010,22_0005,L.
939,,1,105,27,Corylus avellana,23362,,,22_0005_0010,22_0005,L.
940,,1,105,95,Ranunculus acris/repens,23362,,,22_0005_0010,22_0005,L./L.
941,,1,105,96,Ranunculus sceleratus,23362,,,22_0005_0010,22_0005,L.
942,,1,105,17,Rubus idaeus,23362,,,22_0005_0010,22_0005,L.
943,,1,105,19,Solanum spec.,23362,,,22_0005_0010,22_0005,L.
944,,1,105,22,Stellaria media,23362,,,22_0005_0010,22_0005,
945,,1,105,24,Urtica dioica,23362,,,22_0005_0010,22_0005,L.
946,,1,106,121,Alopecurus,23434,,,22_0005_0007,22_0005,
947,,1,106,43,Avena sativa,23434,,,22_0005_0007,22_0005,L.
948,,1,106,51,Carex spec. tricarpellat,23434,,,22_0005_0007,22_0005,
949,,1,106,5,Cerastium spec.,23434,,,22_0005_0007,22_0005,L.
950,,1,106,122,Chaerophyllum,23434,,,22_0005_0007,22_0005,
951,,1,106,6,Chenopodium album,23434,,,22_0005_0007,22_0005,L.
952,,1,106,120,Cirsium spec.,23434,,,22_0005_0007,22_0005,Mill.
953,,1,106,27,Corylus avellana,23434,,,22_0005_0007,22_0005,L.
954,,1,106,36,Indeterminata,23434,,,22_0005_0007,22_0005,
955,,1,106,67,Picea abies,23434,,,22_0005_0007,22_0005,(L.) H. Karst.
956,,1,106,11,Plantago major s.l.,23434,,,22_0005_0007,22_0005,L.
957,,1,106,12,Polygonum aviculare agg.,23434,,,22_0005_0007,22_0005,
958,,1,106,50,Polygonum lapathifolium agg.,23434,,,22_0005_0007,22_0005,L.
959,,1,106,74,Potentilla spec.,23434,,,22_0005_0007,22_0005,L.
960,,1,106,95,Ranunculus acris/repens,23434,,,22_0005_0007,22_0005,L./L.
961,,1,106,96,Ranunculus sceleratus,23434,,,22_0005_0007,22_0005,L.
962,,1,106,113,Rumex acetosa,23434,,,22_0005_0007,22_0005,L.
963,,1,106,42,Rumex crispus,23434,,,22_0005_0007,22_0005,L.
964,,1,106,17,Rubus idaeus,23434,,,22_0005_0007,22_0005,L.
965,,1,106,123,Sorbus spec.,23434,,,22_0005_0007,22_0005,L.
966,,1,106,24,Urtica dioica,23434,,,22_0005_0007,22_0005,L.
967,,1,107,51,Carex spec. tricarpellat,23491,,,22_0005_0008,22_0005,
968,,1,107,84,Chenopodium spec.,23491,,,22_0005_0008,22_0005,L.
969,,1,107,12,Polygonum aviculare agg.,23491,,,22_0005_0008,22_0005,
970,,1,107,50,Polygonum lapathifolium agg.,23491,,,22_0005_0008,22_0005,L.
971,,1,107,124,Prunus cerasus s.l.,23491,,,22_0005_0008,22_0005,L.
972,,1,107,95,Ranunculus acris/repens,23491,,,22_0005_0008,22_0005,L./L.
973,,1,107,96,Ranunculus sceleratus,23491,,,22_0005_0008,22_0005,L.
974,,1,107,17,Rubus idaeus,23491,,,22_0005_0008,22_0005,L.
975,,1,107,53,Rumex acetosella agg.,23491,,,22_0005_0008,22_0005,
976,,1,107,22,Stellaria media,23491,,,22_0005_0008,22_0005,
977,,1,107,24,Urtica dioica,23491,,,22_0005_0008,22_0005,L.
978,,1,108,88,Asteraceae,23988,,,22_0005_0011,22_0005,
979,,1,108,125,Betula pubescens,23988,,,22_0005_0011,22_0005,Ehrh.
980,,1,108,85,Carex spec. bicarpellat,23988,,,22_0005_0011,22_0005,
981,,1,108,51,Carex spec. tricarpellat,23988,,,22_0005_0011,22_0005,
982,,1,108,84,Chenopodium spec.,23988,,,22_0005_0011,22_0005,L.
983,,1,108,126,Clinopodium,23988,,,22_0005_0011,22_0005,
984,,1,108,115,Leontodon spec.,23988,,,22_0005_0011,22_0005,L.
985,,1,108,104,Papaver spec.,23988,,,22_0005_0011,22_0005,L.
986,,1,108,127,Pedicularis palustris,23988,,,22_0005_0011,22_0005,L.
987,,1,108,67,Picea abies,23988,,,22_0005_0011,22_0005,(L.) H. Karst.
988,,1,108,11,Plantago major s.l.,23988,,,22_0005_0011,22_0005,L.
989,,1,108,52,Poaceae,23988,,,22_0005_0011,22_0005,
990,,1,108,12,Polygonum aviculare agg.,23988,,,22_0005_0011,22_0005,
991,,1,108,73,Polygonum persicaria,23988,,,22_0005_0011,22_0005,L.
992,,1,108,63,Prunella vulgaris,23988,,,22_0005_0011,22_0005,L.
993,,1,108,95,Ranunculus acris/repens,23988,,,22_0005_0011,22_0005,L./L.
994,,1,108,42,Rumex crispus,23988,,,22_0005_0011,22_0005,L.
995,,1,108,53,Rumex acetosella agg.,23988,,,22_0005_0011,22_0005,
996,,1,108,111,Sagittaria sagittifolia,23988,,,22_0005_0011,22_0005,L.
997,,1,108,108,Stellaria palustris,23988,,,22_0005_0011,22_0005,Retz.
998,,1,108,109,Taraxacum spec.,23988,,,22_0005_0011,22_0005,Zinn
999,,1,108,24,Urtica dioica,23988,,,22_0005_0011,22_0005,L.
1000,,1,109,36,Indeterminata,A2076,,,22_0015_0017,22_0015,
1001,,1,110,6,Chenopodium album,A2154,,,22_0015_0020,22_0015,L.
1002,,1,110,36,Indeterminata,A2154,,,22_0015_0020,22_0015,
1003,,1,110,13,Polygonum convolvulus,A2154,,,22_0015_0020,22_0015,(L.) A. Löve
1004,,1,111,27,Corylus avellana,A2874 G2976,,,22_0015_0014,22_0015,L.
1005,,1,111,36,Indeterminata,A2874 G2976,,,22_0015_0014,22_0015,
1006,,1,111,128,Vicia spec.,A2874 G2976,,,22_0015_0014,22_0015,L.
1007,,1,112,36,Indeterminata,A4796,,,22_0015_0013,22_0015,
1008,,1,113,84,Chenopodium spec.,M153 St 1,,,22_0015_0006,22_0015,L.
1009,,1,113,27,Corylus avellana,M153 St 1,,,22_0015_0006,22_0015,L.
1010,,1,113,36,Indeterminata,M153 St 1,,,22_0015_0006,22_0015,
1011,,1,113,128,Vicia spec.,M153 St 1,,,22_0015_0006,22_0015,L.
1012,,1,114,27,Corylus avellana,M153 St 2,,,22_0015_0007,22_0015,L.
1013,,1,114,36,Indeterminata,M153 St 2,,,22_0015_0007,22_0015,
1014,,1,115,6,Chenopodium album,M160 St 1,,,22_0015_0001,22_0015,L.
1015,,1,115,36,Indeterminata,M160 St 1,,,22_0015_0001,22_0015,
1016,,1,115,52,Poaceae,M160 St 1,,,22_0015_0001,22_0015,
1017,,1,115,13,Polygonum convolvulus,M160 St 1,,,22_0015_0001,22_0015,(L.) A. Löve
