system_id,sample_chronological_period_id,chronological_period_id,sample_id,taxon_id,BNam,Befu,ChronoDat,ChronoDat Beschreibung,ProbNr,ProjektNr,TaxAut
1308,,1,176,83,Bromus spec.,64,,,12 depth 0.36-0.46,DanaBunar2,L.
1309,,1,176,44,Cerealia indet.,64,,,12 depth 0.36-0.46,DanaBunar2,
1310,,1,176,6,Chenopodium album,64,,,12 depth 0.36-0.46,DanaBunar2,L.
1311,,1,176,131,Triticum monococcum/dicoccum,64,,,12 depth 0.36-0.46,DanaBunar2,L./Schrank
1312,,1,177,44,Cerealia indet.,64,,,13 depth 0.26-0.36,DanaBunar2,
1313,,1,177,70,Fabaceae,64,,,13 depth 0.26-0.36,DanaBunar2,
1314,,1,177,46,Hordeum distichon/vulgare,64,,,13 depth 0.26-0.36,DanaBunar2,L./L.
1315,,1,177,56,Rumex spec.,64,,,13 depth 0.26-0.36,DanaBunar2,L.
1316,,1,177,75,Trifolium spec.,64,,,13 depth 0.26-0.36,DanaBunar2,L.
1317,,1,178,83,Bromus spec.,64,,,16 depth 0.48-0.58,DanaBunar2,L.
1318,,1,178,6,Chenopodium album,64,,,16 depth 0.48-0.58,DanaBunar2,L.
1319,,1,179,44,Cerealia indet.,2709_fond,,,Isw 2013/32,Iswid,
1320,,1,179,159,Hordeum vulgare undiff.,2709_fond,,,Isw 2013/32,Iswid,L.
1321,,1,179,36,Indeterminata,2709_fond,,,Isw 2013/32,Iswid,
1322,,1,179,150,Lathyrus cicera/sativus,2709_fond,,,Isw 2013/32,Iswid,L./L.
1323,,1,179,160,Lolium temulentum,2709_fond,,,Isw 2013/32,Iswid,L.
1324,,1,179,161,Phalaris minor,2709_fond,,,Isw 2013/32,Iswid,
1325,,1,179,142,Pisum sativum,2709_fond,,,Isw 2013/32,Iswid,L.
1326,,1,179,52,Poaceae,2709_fond,,,Isw 2013/32,Iswid,
1327,,1,179,50,Polygonum lapathifolium agg.,2709_fond,,,Isw 2013/32,Iswid,L.
1328,,1,179,135,Triticum dicoccum,2709_fond,,,Isw 2013/32,Iswid,(Schrank) Schübl.
1329,,1,180,159,Hordeum vulgare undiff.,2905 fond,,,Isw 2013/26,Iswid,L.
1330,,1,180,36,Indeterminata,2905 fond,,,Isw 2013/26,Iswid,
1331,,1,180,162,Lolium spec.,2905 fond,,,Isw 2013/26,Iswid,
1332,,1,180,163,Phalaris,2905 fond,,,Isw 2013/26,Iswid,
1333,,1,180,52,Poaceae,2905 fond,,,Isw 2013/26,Iswid,
1334,,1,180,164,Polypogon,2905 fond,,,Isw 2013/26,Iswid,
1335,,1,181,44,Cerealia indet.,2913 fond,,,Isw 2013/33,Iswid,
1336,,1,181,10,Eleocharis,2913 fond,,,Isw 2013/33,Iswid,
1337,,1,181,36,Indeterminata,2913 fond,,,Isw 2013/33,Iswid,
1338,,1,181,162,Lolium spec.,2913 fond,,,Isw 2013/33,Iswid,
1339,,1,181,161,Phalaris minor,2913 fond,,,Isw 2013/33,Iswid,
1340,,1,181,52,Poaceae,2913 fond,,,Isw 2013/33,Iswid,
1341,,1,181,14,Polygonum lapathifolium/persicaria,2913 fond,,,Isw 2013/33,Iswid,L./L.
1342,,1,181,135,Triticum dicoccum,2913 fond,,,Isw 2013/33,Iswid,(Schrank) Schübl.
1343,,1,182,165,Acacia sp.,foyer 2174,,,Isw 2013/15,Iswid,
1344,,1,182,166,Angiospermae Monocotyledonae,foyer 2174,,,Isw 2013/15,Iswid,
1345,,1,182,88,Asteraceae,foyer 2174,,,Isw 2013/15,Iswid,
1346,,1,182,44,Cerealia indet.,foyer 2174,,,Isw 2013/15,Iswid,
1347,,1,182,167,Cyperus,foyer 2174,,,Isw 2013/15,Iswid,
1348,,1,182,168,Cyperaceae,foyer 2174,,,Isw 2013/15,Iswid,
1349,,1,182,159,Hordeum vulgare undiff.,foyer 2174,,,Isw 2013/15,Iswid,L.
1350,,1,182,36,Indeterminata,foyer 2174,,,Isw 2013/15,Iswid,
1351,,1,182,160,Lolium temulentum,foyer 2174,,,Isw 2013/15,Iswid,L.
1352,,1,182,161,Phalaris minor,foyer 2174,,,Isw 2013/15,Iswid,
1353,,1,182,169,Phragmites,foyer 2174,,,Isw 2013/15,Iswid,
1354,,1,182,52,Poaceae,foyer 2174,,,Isw 2013/15,Iswid,
1355,,1,182,14,Polygonum lapathifolium/persicaria,foyer 2174,,,Isw 2013/15,Iswid,L./L.
1356,,1,182,170,Rumex crispus/dentatus,foyer 2174,,,Isw 2013/15,Iswid,
1357,,1,182,56,Rumex spec.,foyer 2174,,,Isw 2013/15,Iswid,L.
1358,,1,182,158,Setaria spec.,foyer 2174,,,Isw 2013/15,Iswid,P.B.
1359,,1,182,171,Solanaceae,foyer 2174,,,Isw 2013/15,Iswid,
1360,,1,182,172,Tamarix,foyer 2174,,,Isw 2013/15,Iswid,
1361,,1,182,135,Triticum dicoccum,foyer 2174,,,Isw 2013/15,Iswid,(Schrank) Schübl.
1362,,1,183,166,Angiospermae Monocotyledonae,US 10503,,,Isw 2013/8,Iswid,
1363,,1,183,44,Cerealia indet.,US 10503,,,Isw 2013/8,Iswid,
1364,,1,183,173,Cucumis melo,US 10503,,,Isw 2013/8,Iswid,L.
1365,,1,183,159,Hordeum vulgare undiff.,US 10503,,,Isw 2013/8,Iswid,L.
1366,,1,183,174,Hordeum vulgare Spelzgerste,US 10503,,,Isw 2013/8,Iswid,
1367,,1,183,36,Indeterminata,US 10503,,,Isw 2013/8,Iswid,
1368,,1,183,162,Lolium spec.,US 10503,,,Isw 2013/8,Iswid,
1369,,1,183,160,Lolium temulentum,US 10503,,,Isw 2013/8,Iswid,L.
1370,,1,183,161,Phalaris minor,US 10503,,,Isw 2013/8,Iswid,
1371,,1,183,52,Poaceae,US 10503,,,Isw 2013/8,Iswid,
1372,,1,183,14,Polygonum lapathifolium/persicaria,US 10503,,,Isw 2013/8,Iswid,L./L.
1373,,1,183,56,Rumex spec.,US 10503,,,Isw 2013/8,Iswid,L.
1374,,1,183,135,Triticum dicoccum,US 10503,,,Isw 2013/8,Iswid,(Schrank) Schübl.
1375,,1,183,75,Trifolium spec.,US 10503,,,Isw 2013/8,Iswid,L.
1376,,1,183,175,Vicia klein-früchtig,US 10503,,,Isw 2013/8,Iswid,
1377,,1,184,165,Acacia sp.,US 10521,,,Isw 2013/20,Iswid,
1378,,1,184,166,Angiospermae Monocotyledonae,US 10521,,,Isw 2013/20,Iswid,
1379,,1,184,44,Cerealia indet.,US 10521,,,Isw 2013/20,Iswid,
1380,,1,184,167,Cyperus,US 10521,,,Isw 2013/20,Iswid,
1381,,1,184,168,Cyperaceae,US 10521,,,Isw 2013/20,Iswid,
1382,,1,184,176,Fabaceae (kult.),US 10521,,,Isw 2013/20,Iswid,
1383,,1,184,10,Eleocharis,US 10521,,,Isw 2013/20,Iswid,
1384,,1,184,159,Hordeum vulgare undiff.,US 10521,,,Isw 2013/20,Iswid,L.
1385,,1,184,36,Indeterminata,US 10521,,,Isw 2013/20,Iswid,
1386,,1,184,177,Lathyrus hirsutus/Vicia (klien),US 10521,,,Isw 2013/20,Iswid,
1387,,1,184,160,Lolium temulentum,US 10521,,,Isw 2013/20,Iswid,L.
1388,,1,184,161,Phalaris minor,US 10521,,,Isw 2013/20,Iswid,
1389,,1,184,52,Poaceae,US 10521,,,Isw 2013/20,Iswid,
1390,,1,184,56,Rumex spec.,US 10521,,,Isw 2013/20,Iswid,L.
1391,,1,184,172,Tamarix,US 10521,,,Isw 2013/20,Iswid,
1392,,1,184,135,Triticum dicoccum,US 10521,,,Isw 2013/20,Iswid,(Schrank) Schübl.
1393,,1,184,75,Trifolium spec.,US 10521,,,Isw 2013/20,Iswid,L.
1394,,1,184,132,Vitis vinifera,US 10521,,,Isw 2013/20,Iswid,L.
1395,,1,185,44,Cerealia indet.,US 10534,,,Isw 2013/21,Iswid,
1396,,1,185,178,Cyperus rotundus,US 10534,,,Isw 2013/21,Iswid,L.
1397,,1,185,176,Fabaceae (kult.),US 10534,,,Isw 2013/21,Iswid,
1398,,1,185,159,Hordeum vulgare undiff.,US 10534,,,Isw 2013/21,Iswid,L.
1399,,1,185,160,Lolium temulentum,US 10534,,,Isw 2013/21,Iswid,L.
1400,,1,185,161,Phalaris minor,US 10534,,,Isw 2013/21,Iswid,
1401,,1,185,52,Poaceae,US 10534,,,Isw 2013/21,Iswid,
1402,,1,185,56,Rumex spec.,US 10534,,,Isw 2013/21,Iswid,L.
1403,,1,185,135,Triticum dicoccum,US 10534,,,Isw 2013/21,Iswid,(Schrank) Schübl.
1404,,1,185,128,Vicia spec.,US 10534,,,Isw 2013/21,Iswid,L.
1405,,1,186,83,Bromus spec.,US 10610,,,Isw 2013/25,Iswid,L.
1406,,1,186,159,Hordeum vulgare undiff.,US 10610,,,Isw 2013/25,Iswid,L.
1407,,1,186,36,Indeterminata,US 10610,,,Isw 2013/25,Iswid,
1408,,1,186,52,Poaceae,US 10610,,,Isw 2013/25,Iswid,
1409,,1,186,135,Triticum dicoccum,US 10610,,,Isw 2013/25,Iswid,(Schrank) Schübl.
1410,,1,187,166,Angiospermae Monocotyledonae,US 11004,,,Isw 2013/22,Iswid,
1411,,1,187,44,Cerealia indet.,US 11004,,,Isw 2013/22,Iswid,
1412,,1,187,70,Fabaceae,US 11004,,,Isw 2013/22,Iswid,
1413,,1,187,179,Hordeum vulgare 4-zeilig,US 11004,,,Isw 2013/22,Iswid,
1414,,1,187,36,Indeterminata,US 11004,,,Isw 2013/22,Iswid,
1415,,1,187,162,Lolium spec.,US 11004,,,Isw 2013/22,Iswid,
1416,,1,187,163,Phalaris,US 11004,,,Isw 2013/22,Iswid,
1417,,1,187,52,Poaceae,US 11004,,,Isw 2013/22,Iswid,
1418,,1,187,180,Polygonum spec.,US 11004,,,Isw 2013/22,Iswid,L.
1419,,1,187,170,Rumex crispus/dentatus,US 11004,,,Isw 2013/22,Iswid,
1420,,1,187,131,Triticum monococcum/dicoccum,US 11004,,,Isw 2013/22,Iswid,L./Schrank
1421,,1,187,181,Vicia hirsuta/tetrasperma,US 11004,,,Isw 2013/22,Iswid,(L.)S.F.Gray/(L.)Schreb
1422,,1,188,159,Hordeum vulgare undiff.,US 11012,,,Isw 2013/27,Iswid,L.
1423,,1,188,36,Indeterminata,US 11012,,,Isw 2013/27,Iswid,
1424,,1,188,162,Lolium spec.,US 11012,,,Isw 2013/27,Iswid,
1425,,1,188,163,Phalaris,US 11012,,,Isw 2013/27,Iswid,
1426,,1,188,52,Poaceae,US 11012,,,Isw 2013/27,Iswid,
1427,,1,189,44,Cerealia indet.,US 11067,,,Isw 2013/28,Iswid,
1428,,1,189,174,Hordeum vulgare Spelzgerste,US 11067,,,Isw 2013/28,Iswid,
1429,,1,189,36,Indeterminata,US 11067,,,Isw 2013/28,Iswid,
1430,,1,189,182,Isolepis,US 11067,,,Isw 2013/28,Iswid,
1431,,1,189,160,Lolium temulentum,US 11067,,,Isw 2013/28,Iswid,L.
1432,,1,189,161,Phalaris minor,US 11067,,,Isw 2013/28,Iswid,
1433,,1,189,142,Pisum sativum,US 11067,,,Isw 2013/28,Iswid,L.
1434,,1,189,14,Polygonum lapathifolium/persicaria,US 11067,,,Isw 2013/28,Iswid,L./L.
1435,,1,189,56,Rumex spec.,US 11067,,,Isw 2013/28,Iswid,L.
1436,,1,189,135,Triticum dicoccum,US 11067,,,Isw 2013/28,Iswid,(Schrank) Schübl.
1437,,1,190,183,Bolboschoenus,US 12025,,,Isw 2013/25,Iswid,
1438,,1,190,44,Cerealia indet.,US 12025,,,Isw 2013/25,Iswid,
1439,,1,190,178,Cyperus rotundus,US 12025,,,Isw 2013/25,Iswid,L.
1440,,1,190,159,Hordeum vulgare undiff.,US 12025,,,Isw 2013/25,Iswid,L.
1441,,1,190,36,Indeterminata,US 12025,,,Isw 2013/25,Iswid,
1442,,1,190,184,Lathyrus hirsutus,US 12025,,,Isw 2013/25,Iswid,L.
1443,,1,190,177,Lathyrus hirsutus/Vicia (klien),US 12025,,,Isw 2013/25,Iswid,
1444,,1,190,160,Lolium temulentum,US 12025,,,Isw 2013/25,Iswid,L.
1445,,1,190,14,Polygonum lapathifolium/persicaria,US 12025,,,Isw 2013/25,Iswid,L./L.
1446,,1,190,56,Rumex spec.,US 12025,,,Isw 2013/25,Iswid,L.
1447,,1,190,172,Tamarix,US 12025,,,Isw 2013/25,Iswid,
1448,,1,190,135,Triticum dicoccum,US 12025,,,Isw 2013/25,Iswid,(Schrank) Schübl.
1449,,1,190,75,Trifolium spec.,US 12025,,,Isw 2013/25,Iswid,L.
1450,,1,191,44,Cerealia indet.,US 12040,,,Isw 2013/29,Iswid,
1451,,1,191,160,Lolium temulentum,US 12040,,,Isw 2013/29,Iswid,L.
1452,,1,191,161,Phalaris minor,US 12040,,,Isw 2013/29,Iswid,
1453,,1,191,52,Poaceae,US 12040,,,Isw 2013/29,Iswid,
1454,,1,191,56,Rumex spec.,US 12040,,,Isw 2013/29,Iswid,L.
1455,,1,191,135,Triticum dicoccum,US 12040,,,Isw 2013/29,Iswid,(Schrank) Schübl.
1456,,1,191,175,Vicia klein-früchtig,US 12040,,,Isw 2013/29,Iswid,
1457,,1,192,166,Angiospermae Monocotyledonae,US 12047,,,Isw 2013/30,Iswid,
1458,,1,192,44,Cerealia indet.,US 12047,,,Isw 2013/30,Iswid,
1459,,1,192,185,Ficus sycomorus,US 12047,,,Isw 2013/30,Iswid,
1460,,1,192,36,Indeterminata,US 12047,,,Isw 2013/30,Iswid,
1461,,1,192,177,Lathyrus hirsutus/Vicia (klien),US 12047,,,Isw 2013/30,Iswid,
1462,,1,192,160,Lolium temulentum,US 12047,,,Isw 2013/30,Iswid,L.
1463,,1,192,147,Malva spec.,US 12047,,,Isw 2013/30,Iswid,L.
1464,,1,192,161,Phalaris minor,US 12047,,,Isw 2013/30,Iswid,
1465,,1,192,52,Poaceae,US 12047,,,Isw 2013/30,Iswid,
1466,,1,192,56,Rumex spec.,US 12047,,,Isw 2013/30,Iswid,L.
1467,,1,192,158,Setaria spec.,US 12047,,,Isw 2013/30,Iswid,P.B.
1468,,1,192,135,Triticum dicoccum,US 12047,,,Isw 2013/30,Iswid,(Schrank) Schübl.
1469,,1,193,166,Angiospermae Monocotyledonae,US 12504,,,Isw 2013/31,Iswid,
1470,,1,193,44,Cerealia indet.,US 12504,,,Isw 2013/31,Iswid,
1471,,1,193,168,Cyperaceae,US 12504,,,Isw 2013/31,Iswid,
1472,,1,193,159,Hordeum vulgare undiff.,US 12504,,,Isw 2013/31,Iswid,L.
1473,,1,193,36,Indeterminata,US 12504,,,Isw 2013/31,Iswid,
1474,,1,193,160,Lolium temulentum,US 12504,,,Isw 2013/31,Iswid,L.
1475,,1,193,161,Phalaris minor,US 12504,,,Isw 2013/31,Iswid,
1476,,1,193,52,Poaceae,US 12504,,,Isw 2013/31,Iswid,
1477,,1,193,14,Polygonum lapathifolium/persicaria,US 12504,,,Isw 2013/31,Iswid,L./L.
1478,,1,193,56,Rumex spec.,US 12504,,,Isw 2013/31,Iswid,L.
1479,,1,193,135,Triticum dicoccum,US 12504,,,Isw 2013/31,Iswid,(Schrank) Schübl.
1480,,1,193,75,Trifolium spec.,US 12504,,,Isw 2013/31,Iswid,L.
1481,,1,193,175,Vicia klein-früchtig,US 12504,,,Isw 2013/31,Iswid,
1482,,1,194,36,Indeterminata,US 13017,,,Isw 2015/18,Iswid,
1483,,1,195,44,Cerealia indet.,US 13017,,,Isw 2016/41,Iswid,
1484,,1,195,84,Chenopodium spec.,US 13017,,,Isw 2016/41,Iswid,L.
1485,,1,195,36,Indeterminata,US 13017,,,Isw 2016/41,Iswid,
1486,,1,195,177,Lathyrus hirsutus/Vicia (klien),US 13017,,,Isw 2016/41,Iswid,
1487,,1,195,160,Lolium temulentum,US 13017,,,Isw 2016/41,Iswid,L.
1488,,1,195,161,Phalaris minor,US 13017,,,Isw 2016/41,Iswid,
1489,,1,195,135,Triticum dicoccum,US 13017,,,Isw 2016/41,Iswid,(Schrank) Schübl.
1490,,1,196,186,Anthemis pseudocotula,US 13065,,,Isw 2015/25,Iswid,Boiss.
1491,,1,196,3,Apiaceae,US 13065,,,Isw 2015/25,Iswid,
1492,,1,196,88,Asteraceae,US 13065,,,Isw 2015/25,Iswid,
1493,,1,196,83,Bromus spec.,US 13065,,,Isw 2015/25,Iswid,L.
1494,,1,196,44,Cerealia indet.,US 13065,,,Isw 2015/25,Iswid,
1495,,1,196,84,Chenopodium spec.,US 13065,,,Isw 2015/25,Iswid,L.
1496,,1,196,187,Coronupus niloticus,US 13065,,,Isw 2015/25,Iswid,
1497,,1,196,168,Cyperaceae,US 13065,,,Isw 2015/25,Iswid,
1498,,1,196,176,Fabaceae (kult.),US 13065,,,Isw 2015/25,Iswid,
1499,,1,196,102,Ficus carica,US 13065,,,Isw 2015/25,Iswid,L.
1500,,1,196,188,Glinus lotoides,US 13065,,,Isw 2015/25,Iswid,
1501,,1,196,10,Eleocharis,US 13065,,,Isw 2015/25,Iswid,
1502,,1,196,189,Hordeum spec.,US 13065,,,Isw 2015/25,Iswid,
1503,,1,196,36,Indeterminata,US 13065,,,Isw 2015/25,Iswid,
1504,,1,196,150,Lathyrus cicera/sativus,US 13065,,,Isw 2015/25,Iswid,L./L.
1505,,1,196,177,Lathyrus hirsutus/Vicia (klien),US 13065,,,Isw 2015/25,Iswid,
1506,,1,196,190,Lithospermum/Buglossoides spec.,US 13065,,,Isw 2015/25,Iswid,L.
1507,,1,196,160,Lolium temulentum,US 13065,,,Isw 2015/25,Iswid,L.
1508,,1,196,147,Malva spec.,US 13065,,,Isw 2015/25,Iswid,L.
1509,,1,196,161,Phalaris minor,US 13065,,,Isw 2015/25,Iswid,
1510,,1,196,169,Phragmites,US 13065,,,Isw 2015/25,Iswid,
1511,,1,196,52,Poaceae,US 13065,,,Isw 2015/25,Iswid,
1512,,1,196,164,Polypogon,US 13065,,,Isw 2015/25,Iswid,
1513,,1,196,170,Rumex crispus/dentatus,US 13065,,,Isw 2015/25,Iswid,
1514,,1,196,135,Triticum dicoccum,US 13065,,,Isw 2015/25,Iswid,(Schrank) Schübl.
1515,,1,196,75,Trifolium spec.,US 13065,,,Isw 2015/25,Iswid,L.
1516,,1,197,44,Cerealia indet.,US 13066,,,Isw 2015/4,Iswid,
1517,,1,197,176,Fabaceae (kult.),US 13066,,,Isw 2015/4,Iswid,
1518,,1,197,177,Lathyrus hirsutus/Vicia (klien),US 13066,,,Isw 2015/4,Iswid,
1519,,1,197,160,Lolium temulentum,US 13066,,,Isw 2015/4,Iswid,L.
1520,,1,198,191,Aeluropus lithoralis,US 13083,,,Isw 2015/22,Iswid,
1521,,1,198,192,Anethum graveolens,US 13083,,,Isw 2015/22,Iswid,L.
1522,,1,198,186,Anthemis pseudocotula,US 13083,,,Isw 2015/22,Iswid,Boiss.
1523,,1,198,183,Bolboschoenus,US 13083,,,Isw 2015/22,Iswid,
1524,,1,198,44,Cerealia indet.,US 13083,,,Isw 2015/22,Iswid,
1525,,1,198,168,Cyperaceae,US 13083,,,Isw 2015/22,Iswid,
1526,,1,198,70,Fabaceae,US 13083,,,Isw 2015/22,Iswid,
1527,,1,198,193,Ficus sp.,US 13083,,,Isw 2015/22,Iswid,
1528,,1,198,194,Fimbristylis,US 13083,,,Isw 2015/22,Iswid,
1529,,1,198,10,Eleocharis,US 13083,,,Isw 2015/22,Iswid,
1530,,1,198,159,Hordeum vulgare undiff.,US 13083,,,Isw 2015/22,Iswid,L.
1531,,1,198,36,Indeterminata,US 13083,,,Isw 2015/22,Iswid,
1532,,1,198,177,Lathyrus hirsutus/Vicia (klien),US 13083,,,Isw 2015/22,Iswid,
1533,,1,198,160,Lolium temulentum,US 13083,,,Isw 2015/22,Iswid,L.
1534,,1,198,147,Malva spec.,US 13083,,,Isw 2015/22,Iswid,L.
1535,,1,198,195,Oryzopsis milliaceum,US 13083,,,Isw 2015/22,Iswid,
1536,,1,198,196,Persicaria lanigera/lapatifolia,US 13083,,,Isw 2015/22,Iswid,
1537,,1,198,142,Pisum sativum,US 13083,,,Isw 2015/22,Iswid,L.
1538,,1,198,52,Poaceae,US 13083,,,Isw 2015/22,Iswid,
1539,,1,198,164,Polypogon,US 13083,,,Isw 2015/22,Iswid,
1540,,1,198,170,Rumex crispus/dentatus,US 13083,,,Isw 2015/22,Iswid,
1541,,1,198,197,Scorpiurus sp.,US 13083,,,Isw 2015/22,Iswid,
1542,,1,198,136,Setaria verticillata/viridis,US 13083,,,Isw 2015/22,Iswid,(L.) P. Beauv./(L.) P. Beauv.
1543,,1,198,135,Triticum dicoccum,US 13083,,,Isw 2015/22,Iswid,(Schrank) Schübl.
1544,,1,198,75,Trifolium spec.,US 13083,,,Isw 2015/22,Iswid,L.
1545,,1,199,102,Ficus carica,US 13099,,,Isw 2015/9,Iswid,L.
1546,,1,199,159,Hordeum vulgare undiff.,US 13099,,,Isw 2015/9,Iswid,L.
1547,,1,199,36,Indeterminata,US 13099,,,Isw 2015/9,Iswid,
1548,,1,199,160,Lolium temulentum,US 13099,,,Isw 2015/9,Iswid,L.
1549,,1,199,161,Phalaris minor,US 13099,,,Isw 2015/9,Iswid,
1550,,1,199,52,Poaceae,US 13099,,,Isw 2015/9,Iswid,
1551,,1,199,170,Rumex crispus/dentatus,US 13099,,,Isw 2015/9,Iswid,
1552,,1,200,192,Anethum graveolens,US 13145,,,Isw 2015/21,Iswid,L.
1553,,1,200,3,Apiaceae,US 13145,,,Isw 2015/21,Iswid,
1554,,1,200,198,Brassicaceae,US 13145,,,Isw 2015/21,Iswid,
1555,,1,200,44,Cerealia indet.,US 13145,,,Isw 2015/21,Iswid,
1556,,1,200,84,Chenopodium spec.,US 13145,,,Isw 2015/21,Iswid,L.
1557,,1,200,168,Cyperaceae,US 13145,,,Isw 2015/21,Iswid,
1558,,1,200,176,Fabaceae (kult.),US 13145,,,Isw 2015/21,Iswid,
1559,,1,200,159,Hordeum vulgare undiff.,US 13145,,,Isw 2015/21,Iswid,L.
1560,,1,200,36,Indeterminata,US 13145,,,Isw 2015/21,Iswid,
1561,,1,200,177,Lathyrus hirsutus/Vicia (klien),US 13145,,,Isw 2015/21,Iswid,
1562,,1,200,160,Lolium temulentum,US 13145,,,Isw 2015/21,Iswid,L.
1563,,1,200,199,Origanum,US 13145,,,Isw 2015/21,Iswid,
1564,,1,200,200,Ornithogalum,US 13145,,,Isw 2015/21,Iswid,
1565,,1,200,196,Persicaria lanigera/lapatifolia,US 13145,,,Isw 2015/21,Iswid,
1566,,1,200,161,Phalaris minor,US 13145,,,Isw 2015/21,Iswid,
1567,,1,200,142,Pisum sativum,US 13145,,,Isw 2015/21,Iswid,L.
1568,,1,200,52,Poaceae,US 13145,,,Isw 2015/21,Iswid,
1569,,1,200,170,Rumex crispus/dentatus,US 13145,,,Isw 2015/21,Iswid,
1570,,1,200,136,Setaria verticillata/viridis,US 13145,,,Isw 2015/21,Iswid,(L.) P. Beauv./(L.) P. Beauv.
1571,,1,200,135,Triticum dicoccum,US 13145,,,Isw 2015/21,Iswid,(Schrank) Schübl.
1572,,1,200,75,Trifolium spec.,US 13145,,,Isw 2015/21,Iswid,L.
1573,,1,201,44,Cerealia indet.,US 13516,,,Isw 2015/8,Iswid,
1574,,1,201,36,Indeterminata,US 13516,,,Isw 2015/8,Iswid,
1575,,1,201,160,Lolium temulentum,US 13516,,,Isw 2015/8,Iswid,L.
1576,,1,201,161,Phalaris minor,US 13516,,,Isw 2015/8,Iswid,
1577,,1,201,52,Poaceae,US 13516,,,Isw 2015/8,Iswid,
1578,,1,201,135,Triticum dicoccum,US 13516,,,Isw 2015/8,Iswid,(Schrank) Schübl.
1579,,1,202,44,Cerealia indet.,US 13526,,,Isw 2015/2,Iswid,
1580,,1,202,159,Hordeum vulgare undiff.,US 13526,,,Isw 2015/2,Iswid,L.
1581,,1,202,36,Indeterminata,US 13526,,,Isw 2015/2,Iswid,
1582,,1,202,150,Lathyrus cicera/sativus,US 13526,,,Isw 2015/2,Iswid,L./L.
1583,,1,202,160,Lolium temulentum,US 13526,,,Isw 2015/2,Iswid,L.
1584,,1,202,161,Phalaris minor,US 13526,,,Isw 2015/2,Iswid,
1585,,1,202,169,Phragmites,US 13526,,,Isw 2015/2,Iswid,
1586,,1,202,52,Poaceae,US 13526,,,Isw 2015/2,Iswid,
1587,,1,202,170,Rumex crispus/dentatus,US 13526,,,Isw 2015/2,Iswid,
1588,,1,202,135,Triticum dicoccum,US 13526,,,Isw 2015/2,Iswid,(Schrank) Schübl.
1589,,1,203,159,Hordeum vulgare undiff.,US 13572,,,Isw 2015/12,Iswid,L.
1590,,1,203,36,Indeterminata,US 13572,,,Isw 2015/12,Iswid,
1591,,1,203,177,Lathyrus hirsutus/Vicia (klien),US 13572,,,Isw 2015/12,Iswid,
1592,,1,203,160,Lolium temulentum,US 13572,,,Isw 2015/12,Iswid,L.
1593,,1,203,161,Phalaris minor,US 13572,,,Isw 2015/12,Iswid,
1594,,1,204,44,Cerealia indet.,US 13610,,,Isw 2015/11,Iswid,
1595,,1,204,168,Cyperaceae,US 13610,,,Isw 2015/11,Iswid,
1596,,1,204,176,Fabaceae (kult.),US 13610,,,Isw 2015/11,Iswid,
1597,,1,204,201,Hippuris vulgaris,US 13610,,,Isw 2015/11,Iswid,L.
1598,,1,204,160,Lolium temulentum,US 13610,,,Isw 2015/11,Iswid,L.
1599,,1,204,161,Phalaris minor,US 13610,,,Isw 2015/11,Iswid,
1600,,1,204,52,Poaceae,US 13610,,,Isw 2015/11,Iswid,
1601,,1,204,135,Triticum dicoccum,US 13610,,,Isw 2015/11,Iswid,(Schrank) Schübl.
1602,,1,205,44,Cerealia indet.,US 13632,,,Isw 2016/15,Iswid,
1603,,1,205,159,Hordeum vulgare undiff.,US 13632,,,Isw 2016/15,Iswid,L.
1604,,1,205,36,Indeterminata,US 13632,,,Isw 2016/15,Iswid,
1605,,1,205,177,Lathyrus hirsutus/Vicia (klien),US 13632,,,Isw 2016/15,Iswid,
1606,,1,205,160,Lolium temulentum,US 13632,,,Isw 2016/15,Iswid,L.
1607,,1,205,170,Rumex crispus/dentatus,US 13632,,,Isw 2016/15,Iswid,
1608,,1,205,135,Triticum dicoccum,US 13632,,,Isw 2016/15,Iswid,(Schrank) Schübl.
1609,,1,205,132,Vitis vinifera,US 13632,,,Isw 2016/15,Iswid,L.
1610,,1,206,44,Cerealia indet.,US 13639,,,Isw2015/26,Iswid,
1611,,1,206,159,Hordeum vulgare undiff.,US 13639,,,Isw2015/26,Iswid,L.
1612,,1,206,36,Indeterminata,US 13639,,,Isw2015/26,Iswid,
1613,,1,206,177,Lathyrus hirsutus/Vicia (klien),US 13639,,,Isw2015/26,Iswid,
1614,,1,206,162,Lolium spec.,US 13639,,,Isw2015/26,Iswid,
1615,,1,206,170,Rumex crispus/dentatus,US 13639,,,Isw2015/26,Iswid,
1616,,1,206,135,Triticum dicoccum,US 13639,,,Isw2015/26,Iswid,(Schrank) Schübl.
1617,,1,206,202,Ziziphus jujuba,US 13639,,,Isw2015/26,Iswid,Mill.
1618,,1,207,44,Cerealia indet.,US 13657,,,Isw 2015/17,Iswid,
1619,,1,207,36,Indeterminata,US 13657,,,Isw 2015/17,Iswid,
1620,,1,207,170,Rumex crispus/dentatus,US 13657,,,Isw 2015/17,Iswid,
1621,,1,208,44,Cerealia indet.,US 13705,,,Isw 2015/10,Iswid,
1622,,1,208,177,Lathyrus hirsutus/Vicia (klien),US 13705,,,Isw 2015/10,Iswid,
1623,,1,208,160,Lolium temulentum,US 13705,,,Isw 2015/10,Iswid,L.
1624,,1,208,170,Rumex crispus/dentatus,US 13705,,,Isw 2015/10,Iswid,
