system_id,sample_archaeological_period_id,archaeological_period_id,sample_id,taxon_id,ArchDat,ArchDat_Beschreibung,BNam,Befu,ProbNr,ProjektNr,TaxAut
1556,,12,200,84,NAGD3,Nagada III,Chenopodium spec.,US 13145,Isw 2015/21,Iswid,L.
1557,,12,200,168,NAGD3,Nagada III,Cyperaceae,US 13145,Isw 2015/21,Iswid,
1558,,12,200,176,NAGD3,Nagada III,Fabaceae (kult.),US 13145,Isw 2015/21,Iswid,
1559,,12,200,159,NAGD3,Nagada III,Hordeum vulgare undiff.,US 13145,Isw 2015/21,Iswid,L.
1560,,12,200,36,NAGD3,Nagada III,Indeterminata,US 13145,Isw 2015/21,Iswid,
1561,,12,200,177,NAGD3,Nagada III,Lathyrus hirsutus/Vicia (klien),US 13145,Isw 2015/21,Iswid,
1562,,12,200,160,NAGD3,Nagada III,Lolium temulentum,US 13145,Isw 2015/21,Iswid,L.
1563,,12,200,199,NAGD3,Nagada III,Origanum,US 13145,Isw 2015/21,Iswid,
1564,,12,200,200,NAGD3,Nagada III,Ornithogalum,US 13145,Isw 2015/21,Iswid,
1565,,12,200,196,NAGD3,Nagada III,Persicaria lanigera/lapatifolia,US 13145,Isw 2015/21,Iswid,
1566,,12,200,161,NAGD3,Nagada III,Phalaris minor,US 13145,Isw 2015/21,Iswid,
1567,,12,200,142,NAGD3,Nagada III,Pisum sativum,US 13145,Isw 2015/21,Iswid,L.
1568,,12,200,52,NAGD3,Nagada III,Poaceae,US 13145,Isw 2015/21,Iswid,
1569,,12,200,170,NAGD3,Nagada III,Rumex crispus/dentatus,US 13145,Isw 2015/21,Iswid,
1570,,12,200,136,NAGD3,Nagada III,Setaria verticillata/viridis,US 13145,Isw 2015/21,Iswid,(L.) P. Beauv./(L.) P. Beauv.
1571,,12,200,135,NAGD3,Nagada III,Triticum dicoccum,US 13145,Isw 2015/21,Iswid,(Schrank) Schübl.
1572,,12,200,75,NAGD3,Nagada III,Trifolium spec.,US 13145,Isw 2015/21,Iswid,L.
1573,,14,201,44,Buto,Buto (general),Cerealia indet.,US 13516,Isw 2015/8,Iswid,
1574,,14,201,36,Buto,Buto (general),Indeterminata,US 13516,Isw 2015/8,Iswid,
1575,,14,201,160,Buto,Buto (general),Lolium temulentum,US 13516,Isw 2015/8,Iswid,L.
1576,,14,201,161,Buto,Buto (general),Phalaris minor,US 13516,Isw 2015/8,Iswid,
1577,,14,201,52,Buto,Buto (general),Poaceae,US 13516,Isw 2015/8,Iswid,
1578,,14,201,135,Buto,Buto (general),Triticum dicoccum,US 13516,Isw 2015/8,Iswid,(Schrank) Schübl.
1579,,14,202,44,Buto,Buto (general),Cerealia indet.,US 13526,Isw 2015/2,Iswid,
1580,,14,202,159,Buto,Buto (general),Hordeum vulgare undiff.,US 13526,Isw 2015/2,Iswid,L.
1581,,14,202,36,Buto,Buto (general),Indeterminata,US 13526,Isw 2015/2,Iswid,
1582,,14,202,150,Buto,Buto (general),Lathyrus cicera/sativus,US 13526,Isw 2015/2,Iswid,L./L.
1583,,14,202,160,Buto,Buto (general),Lolium temulentum,US 13526,Isw 2015/2,Iswid,L.
1584,,14,202,161,Buto,Buto (general),Phalaris minor,US 13526,Isw 2015/2,Iswid,
1585,,14,202,169,Buto,Buto (general),Phragmites,US 13526,Isw 2015/2,Iswid,
1586,,14,202,52,Buto,Buto (general),Poaceae,US 13526,Isw 2015/2,Iswid,
1587,,14,202,170,Buto,Buto (general),Rumex crispus/dentatus,US 13526,Isw 2015/2,Iswid,
1588,,14,202,135,Buto,Buto (general),Triticum dicoccum,US 13526,Isw 2015/2,Iswid,(Schrank) Schübl.
1589,,14,203,159,Buto,Buto (general),Hordeum vulgare undiff.,US 13572,Isw 2015/12,Iswid,L.
1590,,14,203,36,Buto,Buto (general),Indeterminata,US 13572,Isw 2015/12,Iswid,
1591,,14,203,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 13572,Isw 2015/12,Iswid,
1592,,14,203,160,Buto,Buto (general),Lolium temulentum,US 13572,Isw 2015/12,Iswid,L.
1593,,14,203,161,Buto,Buto (general),Phalaris minor,US 13572,Isw 2015/12,Iswid,
1594,,14,204,44,Buto,Buto (general),Cerealia indet.,US 13610,Isw 2015/11,Iswid,
1595,,14,204,168,Buto,Buto (general),Cyperaceae,US 13610,Isw 2015/11,Iswid,
1596,,14,204,176,Buto,Buto (general),Fabaceae (kult.),US 13610,Isw 2015/11,Iswid,
1597,,14,204,201,Buto,Buto (general),Hippuris vulgaris,US 13610,Isw 2015/11,Iswid,L.
1598,,14,204,160,Buto,Buto (general),Lolium temulentum,US 13610,Isw 2015/11,Iswid,L.
1599,,14,204,161,Buto,Buto (general),Phalaris minor,US 13610,Isw 2015/11,Iswid,
1600,,14,204,52,Buto,Buto (general),Poaceae,US 13610,Isw 2015/11,Iswid,
1601,,14,204,135,Buto,Buto (general),Triticum dicoccum,US 13610,Isw 2015/11,Iswid,(Schrank) Schübl.
1602,,14,205,44,Buto,Buto (general),Cerealia indet.,US 13632,Isw 2016/15,Iswid,
1603,,14,205,159,Buto,Buto (general),Hordeum vulgare undiff.,US 13632,Isw 2016/15,Iswid,L.
1604,,14,205,36,Buto,Buto (general),Indeterminata,US 13632,Isw 2016/15,Iswid,
1605,,14,205,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 13632,Isw 2016/15,Iswid,
1606,,14,205,160,Buto,Buto (general),Lolium temulentum,US 13632,Isw 2016/15,Iswid,L.
1607,,14,205,170,Buto,Buto (general),Rumex crispus/dentatus,US 13632,Isw 2016/15,Iswid,
1608,,14,205,135,Buto,Buto (general),Triticum dicoccum,US 13632,Isw 2016/15,Iswid,(Schrank) Schübl.
1609,,14,205,132,Buto,Buto (general),Vitis vinifera,US 13632,Isw 2016/15,Iswid,L.
1610,,14,206,44,Buto,Buto (general),Cerealia indet.,US 13639,Isw2015/26,Iswid,
1611,,14,206,159,Buto,Buto (general),Hordeum vulgare undiff.,US 13639,Isw2015/26,Iswid,L.
1612,,14,206,36,Buto,Buto (general),Indeterminata,US 13639,Isw2015/26,Iswid,
1613,,14,206,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 13639,Isw2015/26,Iswid,
1614,,14,206,162,Buto,Buto (general),Lolium spec.,US 13639,Isw2015/26,Iswid,
1615,,14,206,170,Buto,Buto (general),Rumex crispus/dentatus,US 13639,Isw2015/26,Iswid,
1616,,14,206,135,Buto,Buto (general),Triticum dicoccum,US 13639,Isw2015/26,Iswid,(Schrank) Schübl.
1617,,14,206,202,Buto,Buto (general),Ziziphus jujuba,US 13639,Isw2015/26,Iswid,Mill.
1618,,14,207,44,Buto,Buto (general),Cerealia indet.,US 13657,Isw 2015/17,Iswid,
1619,,14,207,36,Buto,Buto (general),Indeterminata,US 13657,Isw 2015/17,Iswid,
1620,,14,207,170,Buto,Buto (general),Rumex crispus/dentatus,US 13657,Isw 2015/17,Iswid,
1621,,14,208,44,Buto,Buto (general),Cerealia indet.,US 13705,Isw 2015/10,Iswid,
1622,,14,208,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 13705,Isw 2015/10,Iswid,
1623,,14,208,160,Buto,Buto (general),Lolium temulentum,US 13705,Isw 2015/10,Iswid,L.
1624,,14,208,170,Buto,Buto (general),Rumex crispus/dentatus,US 13705,Isw 2015/10,Iswid,
1625,,14,208,135,Buto,Buto (general),Triticum dicoccum,US 13705,Isw 2015/10,Iswid,(Schrank) Schübl.
1626,,14,209,44,Buto,Buto (general),Cerealia indet.,US 13791,Isw 2015/5,Iswid,
1627,,14,209,36,Buto,Buto (general),Indeterminata,US 13791,Isw 2015/5,Iswid,
1628,,14,209,160,Buto,Buto (general),Lolium temulentum,US 13791,Isw 2015/5,Iswid,L.
1629,,14,209,196,Buto,Buto (general),Persicaria lanigera/lapatifolia,US 13791,Isw 2015/5,Iswid,
1630,,14,209,169,Buto,Buto (general),Phragmites,US 13791,Isw 2015/5,Iswid,
1631,,14,209,52,Buto,Buto (general),Poaceae,US 13791,Isw 2015/5,Iswid,
1632,,14,209,170,Buto,Buto (general),Rumex crispus/dentatus,US 13791,Isw 2015/5,Iswid,
1633,,14,209,135,Buto,Buto (general),Triticum dicoccum,US 13791,Isw 2015/5,Iswid,(Schrank) Schübl.
1634,,14,210,165,Buto,Buto (general),Acacia sp.,US 13791 (3),Isw 2015/7,Iswid,
1635,,14,210,44,Buto,Buto (general),Cerealia indet.,US 13791 (3),Isw 2015/7,Iswid,
1636,,14,210,36,Buto,Buto (general),Indeterminata,US 13791 (3),Isw 2015/7,Iswid,
1637,,14,210,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 13791 (3),Isw 2015/7,Iswid,
1638,,14,210,160,Buto,Buto (general),Lolium temulentum,US 13791 (3),Isw 2015/7,Iswid,L.
1639,,14,210,52,Buto,Buto (general),Poaceae,US 13791 (3),Isw 2015/7,Iswid,
1640,,14,210,170,Buto,Buto (general),Rumex crispus/dentatus,US 13791 (3),Isw 2015/7,Iswid,
1641,,14,210,135,Buto,Buto (general),Triticum dicoccum,US 13791 (3),Isw 2015/7,Iswid,(Schrank) Schübl.
1642,,14,211,44,Buto,Buto (general),Cerealia indet.,US 13802,Isw 2015/20,Iswid,
1643,,14,211,168,Buto,Buto (general),Cyperaceae,US 13802,Isw 2015/20,Iswid,
1644,,14,211,159,Buto,Buto (general),Hordeum vulgare undiff.,US 13802,Isw 2015/20,Iswid,L.
1645,,14,211,160,Buto,Buto (general),Lolium temulentum,US 13802,Isw 2015/20,Iswid,L.
1646,,14,211,52,Buto,Buto (general),Poaceae,US 13802,Isw 2015/20,Iswid,
1647,,14,212,165,Buto,Buto (general),Acacia sp.,US 13971,Isw 2015/7,Iswid,
1648,,14,212,44,Buto,Buto (general),Cerealia indet.,US 13971,Isw 2015/7,Iswid,
1649,,14,212,36,Buto,Buto (general),Indeterminata,US 13971,Isw 2015/7,Iswid,
1650,,14,212,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 13971,Isw 2015/7,Iswid,
1651,,14,212,160,Buto,Buto (general),Lolium temulentum,US 13971,Isw 2015/7,Iswid,L.
1652,,14,212,52,Buto,Buto (general),Poaceae,US 13971,Isw 2015/7,Iswid,
1653,,14,212,170,Buto,Buto (general),Rumex crispus/dentatus,US 13971,Isw 2015/7,Iswid,
1654,,14,212,135,Buto,Buto (general),Triticum dicoccum,US 13971,Isw 2015/7,Iswid,(Schrank) Schübl.
1655,,12,213,83,NAGD3,Nagada III,Bromus spec.,US 14021,Isw 2015/1,Iswid,L.
1656,,12,213,44,NAGD3,Nagada III,Cerealia indet.,US 14021,Isw 2015/1,Iswid,
1657,,12,213,168,NAGD3,Nagada III,Cyperaceae,US 14021,Isw 2015/1,Iswid,
1658,,12,213,203,NAGD3,Nagada III,Digitaria spec.,US 14021,Isw 2015/1,Iswid,Haller
1659,,12,213,176,NAGD3,Nagada III,Fabaceae (kult.),US 14021,Isw 2015/1,Iswid,
1660,,12,213,10,NAGD3,Nagada III,Eleocharis,US 14021,Isw 2015/1,Iswid,
1661,,12,213,159,NAGD3,Nagada III,Hordeum vulgare undiff.,US 14021,Isw 2015/1,Iswid,L.
1662,,12,213,36,NAGD3,Nagada III,Indeterminata,US 14021,Isw 2015/1,Iswid,
1663,,12,213,151,NAGD3,Nagada III,Lamiaceae,US 14021,Isw 2015/1,Iswid,
1664,,12,213,177,NAGD3,Nagada III,Lathyrus hirsutus/Vicia (klien),US 14021,Isw 2015/1,Iswid,
1665,,12,213,139,NAGD3,Nagada III,Lens culinaris,US 14021,Isw 2015/1,Iswid,Medik.
1666,,12,213,160,NAGD3,Nagada III,Lolium temulentum,US 14021,Isw 2015/1,Iswid,L.
1667,,12,213,196,NAGD3,Nagada III,Persicaria lanigera/lapatifolia,US 14021,Isw 2015/1,Iswid,
1668,,12,213,161,NAGD3,Nagada III,Phalaris minor,US 14021,Isw 2015/1,Iswid,
1669,,12,213,52,NAGD3,Nagada III,Poaceae,US 14021,Isw 2015/1,Iswid,
1670,,12,213,170,NAGD3,Nagada III,Rumex crispus/dentatus,US 14021,Isw 2015/1,Iswid,
1671,,12,213,158,NAGD3,Nagada III,Setaria spec.,US 14021,Isw 2015/1,Iswid,P.B.
1672,,12,213,75,NAGD3,Nagada III,Trifolium spec.,US 14021,Isw 2015/1,Iswid,L.
1673,,12,213,131,NAGD3,Nagada III,Triticum monococcum/dicoccum,US 14021,Isw 2015/1,Iswid,L./Schrank
1674,,12,213,181,NAGD3,Nagada III,Vicia hirsuta/tetrasperma,US 14021,Isw 2015/1,Iswid,(L.)S.F.Gray/(L.)Schreb
1675,,12,214,165,NAGD3,Nagada III,Acacia sp.,US 14038,Isw 2015/3,Iswid,
1676,,12,214,44,NAGD3,Nagada III,Cerealia indet.,US 14038,Isw 2015/3,Iswid,
1677,,12,214,176,NAGD3,Nagada III,Fabaceae (kult.),US 14038,Isw 2015/3,Iswid,
1678,,12,214,159,NAGD3,Nagada III,Hordeum vulgare undiff.,US 14038,Isw 2015/3,Iswid,L.
1679,,12,214,36,NAGD3,Nagada III,Indeterminata,US 14038,Isw 2015/3,Iswid,
1680,,12,214,160,NAGD3,Nagada III,Lolium temulentum,US 14038,Isw 2015/3,Iswid,L.
1681,,12,214,199,NAGD3,Nagada III,Origanum,US 14038,Isw 2015/3,Iswid,
1682,,12,214,161,NAGD3,Nagada III,Phalaris minor,US 14038,Isw 2015/3,Iswid,
1683,,12,214,169,NAGD3,Nagada III,Phragmites,US 14038,Isw 2015/3,Iswid,
1684,,12,214,142,NAGD3,Nagada III,Pisum sativum,US 14038,Isw 2015/3,Iswid,L.
1685,,12,214,52,NAGD3,Nagada III,Poaceae,US 14038,Isw 2015/3,Iswid,
1686,,12,214,170,NAGD3,Nagada III,Rumex crispus/dentatus,US 14038,Isw 2015/3,Iswid,
1687,,12,214,172,NAGD3,Nagada III,Tamarix,US 14038,Isw 2015/3,Iswid,
1688,,12,214,135,NAGD3,Nagada III,Triticum dicoccum,US 14038,Isw 2015/3,Iswid,(Schrank) Schübl.
1689,,12,214,75,NAGD3,Nagada III,Trifolium spec.,US 14038,Isw 2015/3,Iswid,L.
1690,,12,214,131,NAGD3,Nagada III,Triticum monococcum/dicoccum,US 14038,Isw 2015/3,Iswid,L./Schrank
1691,,12,214,181,NAGD3,Nagada III,Vicia hirsuta/tetrasperma,US 14038,Isw 2015/3,Iswid,(L.)S.F.Gray/(L.)Schreb
1692,,12,215,165,NAGD3,Nagada III,Acacia sp.,US 14050,Isw 2015/24,Iswid,
1693,,12,215,88,NAGD3,Nagada III,Asteraceae,US 14050,Isw 2015/24,Iswid,
1694,,12,215,183,NAGD3,Nagada III,Bolboschoenus,US 14050,Isw 2015/24,Iswid,
1695,,12,215,44,NAGD3,Nagada III,Cerealia indet.,US 14050,Isw 2015/24,Iswid,
1696,,12,215,168,NAGD3,Nagada III,Cyperaceae,US 14050,Isw 2015/24,Iswid,
1697,,12,215,176,NAGD3,Nagada III,Fabaceae (kult.),US 14050,Isw 2015/24,Iswid,
1698,,12,215,10,NAGD3,Nagada III,Eleocharis,US 14050,Isw 2015/24,Iswid,
1699,,12,215,159,NAGD3,Nagada III,Hordeum vulgare undiff.,US 14050,Isw 2015/24,Iswid,L.
1700,,12,215,36,NAGD3,Nagada III,Indeterminata,US 14050,Isw 2015/24,Iswid,
1701,,12,215,184,NAGD3,Nagada III,Lathyrus hirsutus,US 14050,Isw 2015/24,Iswid,L.
1702,,12,215,177,NAGD3,Nagada III,Lathyrus hirsutus/Vicia (klien),US 14050,Isw 2015/24,Iswid,
1703,,12,215,160,NAGD3,Nagada III,Lolium temulentum,US 14050,Isw 2015/24,Iswid,L.
1704,,12,215,196,NAGD3,Nagada III,Persicaria lanigera/lapatifolia,US 14050,Isw 2015/24,Iswid,
1705,,12,215,161,NAGD3,Nagada III,Phalaris minor,US 14050,Isw 2015/24,Iswid,
1706,,12,215,169,NAGD3,Nagada III,Phragmites,US 14050,Isw 2015/24,Iswid,
1707,,12,215,142,NAGD3,Nagada III,Pisum sativum,US 14050,Isw 2015/24,Iswid,L.
1708,,12,215,52,NAGD3,Nagada III,Poaceae,US 14050,Isw 2015/24,Iswid,
1709,,12,215,164,NAGD3,Nagada III,Polypogon,US 14050,Isw 2015/24,Iswid,
1710,,12,215,170,NAGD3,Nagada III,Rumex crispus/dentatus,US 14050,Isw 2015/24,Iswid,
1711,,12,215,172,NAGD3,Nagada III,Tamarix,US 14050,Isw 2015/24,Iswid,
1712,,12,215,135,NAGD3,Nagada III,Triticum dicoccum,US 14050,Isw 2015/24,Iswid,(Schrank) Schübl.
1713,,12,215,75,NAGD3,Nagada III,Trifolium spec.,US 14050,Isw 2015/24,Iswid,L.
1714,,13,216,177,NGD3 AB,Nagada III A-B,Lathyrus hirsutus/Vicia (klien),US 14078,Isw 2916/23,Iswid,
1715,,13,216,160,NGD3 AB,Nagada III A-B,Lolium temulentum,US 14078,Isw 2916/23,Iswid,L.
1716,,13,216,196,NGD3 AB,Nagada III A-B,Persicaria lanigera/lapatifolia,US 14078,Isw 2916/23,Iswid,
1717,,13,216,52,NGD3 AB,Nagada III A-B,Poaceae,US 14078,Isw 2916/23,Iswid,
1718,,13,216,135,NGD3 AB,Nagada III A-B,Triticum dicoccum,US 14078,Isw 2916/23,Iswid,(Schrank) Schübl.
1719,,12,217,36,NAGD3,Nagada III,Indeterminata,US 14131,Isw 2015/13,Iswid,
1720,,12,217,177,NAGD3,Nagada III,Lathyrus hirsutus/Vicia (klien),US 14131,Isw 2015/13,Iswid,
1721,,12,217,160,NAGD3,Nagada III,Lolium temulentum,US 14131,Isw 2015/13,Iswid,L.
1722,,12,217,161,NAGD3,Nagada III,Phalaris minor,US 14131,Isw 2015/13,Iswid,
1723,,12,217,52,NAGD3,Nagada III,Poaceae,US 14131,Isw 2015/13,Iswid,
1724,,12,217,170,NAGD3,Nagada III,Rumex crispus/dentatus,US 14131,Isw 2015/13,Iswid,
1725,,12,217,135,NAGD3,Nagada III,Triticum dicoccum,US 14131,Isw 2015/13,Iswid,(Schrank) Schübl.
1726,,12,217,75,NAGD3,Nagada III,Trifolium spec.,US 14131,Isw 2015/13,Iswid,L.
1727,,12,217,181,NAGD3,Nagada III,Vicia hirsuta/tetrasperma,US 14131,Isw 2015/13,Iswid,(L.)S.F.Gray/(L.)Schreb
1728,,12,218,83,NAGD3,Nagada III,Bromus spec.,US 14131,Isw 2016/12,Iswid,L.
1729,,12,218,44,NAGD3,Nagada III,Cerealia indet.,US 14131,Isw 2016/12,Iswid,
1730,,12,218,204,NAGD3,Nagada III,Echinochloa/Setaria,US 14131,Isw 2016/12,Iswid,P. B./P. B.
1731,,12,218,159,NAGD3,Nagada III,Hordeum vulgare undiff.,US 14131,Isw 2016/12,Iswid,L.
1732,,12,218,36,NAGD3,Nagada III,Indeterminata,US 14131,Isw 2016/12,Iswid,
1733,,12,218,177,NAGD3,Nagada III,Lathyrus hirsutus/Vicia (klien),US 14131,Isw 2016/12,Iswid,
1734,,12,218,161,NAGD3,Nagada III,Phalaris minor,US 14131,Isw 2016/12,Iswid,
1735,,12,218,164,NAGD3,Nagada III,Polypogon,US 14131,Isw 2016/12,Iswid,
1736,,12,218,170,NAGD3,Nagada III,Rumex crispus/dentatus,US 14131,Isw 2016/12,Iswid,
1737,,12,218,158,NAGD3,Nagada III,Setaria spec.,US 14131,Isw 2016/12,Iswid,P.B.
1738,,12,218,135,NAGD3,Nagada III,Triticum dicoccum,US 14131,Isw 2016/12,Iswid,(Schrank) Schübl.
1739,,14,219,44,Buto,Buto (general),Cerealia indet.,US 14158,Isw 2015/14,Iswid,
1740,,14,219,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 14158,Isw 2015/14,Iswid,
1741,,14,219,160,Buto,Buto (general),Lolium temulentum,US 14158,Isw 2015/14,Iswid,L.
1742,,14,219,161,Buto,Buto (general),Phalaris minor,US 14158,Isw 2015/14,Iswid,
1743,,14,219,52,Buto,Buto (general),Poaceae,US 14158,Isw 2015/14,Iswid,
1744,,12,220,160,NAGD3,Nagada III,Lolium temulentum,US 14418,Isw 2016/34,Iswid,L.
1745,,12,220,161,NAGD3,Nagada III,Phalaris minor,US 14418,Isw 2016/34,Iswid,
1746,,12,220,135,NAGD3,Nagada III,Triticum dicoccum,US 14418,Isw 2016/34,Iswid,(Schrank) Schübl.
1747,,11,221,183,Buto2,Butto II,Bolboschoenus,US 14495,Isw 16/37,Iswid,
1748,,11,221,44,Buto2,Butto II,Cerealia indet.,US 14495,Isw 16/37,Iswid,
1749,,11,221,10,Buto2,Butto II,Eleocharis,US 14495,Isw 16/37,Iswid,
1750,,11,221,159,Buto2,Butto II,Hordeum vulgare undiff.,US 14495,Isw 16/37,Iswid,L.
1751,,11,221,36,Buto2,Butto II,Indeterminata,US 14495,Isw 16/37,Iswid,
1752,,11,221,177,Buto2,Butto II,Lathyrus hirsutus/Vicia (klien),US 14495,Isw 16/37,Iswid,
1753,,11,221,160,Buto2,Butto II,Lolium temulentum,US 14495,Isw 16/37,Iswid,L.
1754,,11,221,196,Buto2,Butto II,Persicaria lanigera/lapatifolia,US 14495,Isw 16/37,Iswid,
1755,,11,221,161,Buto2,Butto II,Phalaris minor,US 14495,Isw 16/37,Iswid,
1756,,11,221,142,Buto2,Butto II,Pisum sativum,US 14495,Isw 16/37,Iswid,L.
1757,,11,221,52,Buto2,Butto II,Poaceae,US 14495,Isw 16/37,Iswid,
1758,,11,221,170,Buto2,Butto II,Rumex crispus/dentatus,US 14495,Isw 16/37,Iswid,
1759,,11,221,197,Buto2,Butto II,Scorpiurus sp.,US 14495,Isw 16/37,Iswid,
1760,,11,221,172,Buto2,Butto II,Tamarix,US 14495,Isw 16/37,Iswid,
1761,,11,221,135,Buto2,Butto II,Triticum dicoccum,US 14495,Isw 16/37,Iswid,(Schrank) Schübl.
1762,,11,221,75,Buto2,Butto II,Trifolium spec.,US 14495,Isw 16/37,Iswid,L.
1763,,14,222,44,Buto,Buto (general),Cerealia indet.,US 14509,16-Jan,Iswid,
1764,,14,222,159,Buto,Buto (general),Hordeum vulgare undiff.,US 14509,16-Jan,Iswid,L.
1765,,14,222,36,Buto,Buto (general),Indeterminata,US 14509,16-Jan,Iswid,
1766,,14,222,177,Buto,Buto (general),Lathyrus hirsutus/Vicia (klien),US 14509,16-Jan,Iswid,
1767,,14,222,160,Buto,Buto (general),Lolium temulentum,US 14509,16-Jan,Iswid,L.
1768,,14,222,52,Buto,Buto (general),Poaceae,US 14509,16-Jan,Iswid,
1769,,14,222,135,Buto,Buto (general),Triticum dicoccum,US 14509,16-Jan,Iswid,(Schrank) Schübl.
1770,,14,222,75,Buto,Buto (general),Trifolium spec.,US 14509,16-Jan,Iswid,L.
1771,,11,223,191,Buto2,Butto II,Aeluropus lithoralis,US 14636,Isw 16/35,Iswid,
1772,,11,223,166,Buto2,Butto II,Angiospermae Monocotyledonae,US 14636,Isw 16/35,Iswid,
1773,,11,223,3,Buto2,Butto II,Apiaceae,US 14636,Isw 16/35,Iswid,
1774,,11,223,183,Buto2,Butto II,Bolboschoenus,US 14636,Isw 16/35,Iswid,
1775,,11,223,44,Buto2,Butto II,Cerealia indet.,US 14636,Isw 16/35,Iswid,
1776,,11,223,168,Buto2,Butto II,Cyperaceae,US 14636,Isw 16/35,Iswid,
1777,,11,223,176,Buto2,Butto II,Fabaceae (kult.),US 14636,Isw 16/35,Iswid,
1778,,11,223,159,Buto2,Butto II,Hordeum vulgare undiff.,US 14636,Isw 16/35,Iswid,L.
1779,,11,223,36,Buto2,Butto II,Indeterminata,US 14636,Isw 16/35,Iswid,
1780,,11,223,177,Buto2,Butto II,Lathyrus hirsutus/Vicia (klien),US 14636,Isw 16/35,Iswid,
1781,,11,223,160,Buto2,Butto II,Lolium temulentum,US 14636,Isw 16/35,Iswid,L.
1782,,11,223,200,Buto2,Butto II,Ornithogalum,US 14636,Isw 16/35,Iswid,
1783,,11,223,196,Buto2,Butto II,Persicaria lanigera/lapatifolia,US 14636,Isw 16/35,Iswid,
1784,,11,223,161,Buto2,Butto II,Phalaris minor,US 14636,Isw 16/35,Iswid,
1785,,11,223,170,Buto2,Butto II,Rumex crispus/dentatus,US 14636,Isw 16/35,Iswid,
1786,,11,223,135,Buto2,Butto II,Triticum dicoccum,US 14636,Isw 16/35,Iswid,(Schrank) Schübl.
1787,,15,224,166,OK 5/6,Old Kingdom 5th-6th Dynasty,Angiospermae Monocotyledonae,US 15067,Isw 2017/7,Iswid,
1788,,15,224,44,OK 5/6,Old Kingdom 5th-6th Dynasty,Cerealia indet.,US 15067,Isw 2017/7,Iswid,
1789,,15,224,168,OK 5/6,Old Kingdom 5th-6th Dynasty,Cyperaceae,US 15067,Isw 2017/7,Iswid,
1790,,15,224,102,OK 5/6,Old Kingdom 5th-6th Dynasty,Ficus carica,US 15067,Isw 2017/7,Iswid,L.
1791,,15,224,10,OK 5/6,Old Kingdom 5th-6th Dynasty,Eleocharis,US 15067,Isw 2017/7,Iswid,
1792,,15,224,159,OK 5/6,Old Kingdom 5th-6th Dynasty,Hordeum vulgare undiff.,US 15067,Isw 2017/7,Iswid,L.
1793,,15,224,36,OK 5/6,Old Kingdom 5th-6th Dynasty,Indeterminata,US 15067,Isw 2017/7,Iswid,
1794,,15,224,184,OK 5/6,Old Kingdom 5th-6th Dynasty,Lathyrus hirsutus,US 15067,Isw 2017/7,Iswid,L.
1795,,15,224,177,OK 5/6,Old Kingdom 5th-6th Dynasty,Lathyrus hirsutus/Vicia (klien),US 15067,Isw 2017/7,Iswid,
1796,,15,224,160,OK 5/6,Old Kingdom 5th-6th Dynasty,Lolium temulentum,US 15067,Isw 2017/7,Iswid,L.
1797,,15,224,205,OK 5/6,Old Kingdom 5th-6th Dynasty,Medicago/Trifolium,US 15067,Isw 2017/7,Iswid,L./L.
1798,,15,224,196,OK 5/6,Old Kingdom 5th-6th Dynasty,Persicaria lanigera/lapatifolia,US 15067,Isw 2017/7,Iswid,
1799,,15,224,161,OK 5/6,Old Kingdom 5th-6th Dynasty,Phalaris minor,US 15067,Isw 2017/7,Iswid,
1800,,15,224,52,OK 5/6,Old Kingdom 5th-6th Dynasty,Poaceae,US 15067,Isw 2017/7,Iswid,
1801,,15,224,170,OK 5/6,Old Kingdom 5th-6th Dynasty,Rumex crispus/dentatus,US 15067,Isw 2017/7,Iswid,
1802,,15,224,135,OK 5/6,Old Kingdom 5th-6th Dynasty,Triticum dicoccum,US 15067,Isw 2017/7,Iswid,(Schrank) Schübl.
1803,,15,224,75,OK 5/6,Old Kingdom 5th-6th Dynasty,Trifolium spec.,US 15067,Isw 2017/7,Iswid,L.
1804,,15,224,206,OK 5/6,Old Kingdom 5th-6th Dynasty,Vicia tetrasperma,US 15067,Isw 2017/7,Iswid,(L.) Schreb.
1805,,12,225,183,NAGD3,Nagada III,Bolboschoenus,US 15071,Isw 17/4,Iswid,
1806,,12,225,44,NAGD3,Nagada III,Cerealia indet.,US 15071,Isw 17/4,Iswid,
1807,,12,225,203,NAGD3,Nagada III,Digitaria spec.,US 15071,Isw 17/4,Iswid,Haller
1808,,12,225,70,NAGD3,Nagada III,Fabaceae,US 15071,Isw 17/4,Iswid,
1809,,12,225,176,NAGD3,Nagada III,Fabaceae (kult.),US 15071,Isw 17/4,Iswid,
1810,,12,225,10,NAGD3,Nagada III,Eleocharis,US 15071,Isw 17/4,Iswid,
1811,,12,225,159,NAGD3,Nagada III,Hordeum vulgare undiff.,US 15071,Isw 17/4,Iswid,L.
1812,,12,225,36,NAGD3,Nagada III,Indeterminata,US 15071,Isw 17/4,Iswid,
