sample_id,taxon_id,PCODE,ProjektNr,Befu,ProbNr,TaxAut,BNam
130,44,CEREA,DanaBunar2,33,19 depth 0.00-0.10,,Cerealia indet.
130,36,INDET,DanaBunar2,33,19 depth 0.00-0.10,,Indeterminata
130,62,TRIT,DanaBunar2,33,19 depth 0.00-0.10,L.,Triticum spec.
131,70,FABAC,DanaBunar2,33,20 depth 0.10-0.30,,Fabaceae
131,135,TRDIC,DanaBunar2,33,20 depth 0.10-0.30,(Schrank) Schübl.,Triticum dicoccum
132,70,FABAC,DanaBunar2,33,21 depth 0.30-0.40,,Fabaceae
132,137,SAMB,DanaBunar2,33,21 depth 0.30-0.40,L.,Sambucus spec.
132,62,TRIT,DanaBunar2,33,21 depth 0.30-0.40,L.,Triticum spec.
132,131,TRMOD,DanaBunar2,33,21 depth 0.30-0.40,L./Schrank,Triticum monococcum/dicoccum
133,52,POACE,DanaBunar2,33,22 depth 0.20-0.30,,Poaceae
133,59,TRAED,DanaBunar2,33,22 depth 0.20-0.30,L./L.,Triticum aestivum s.l./durum/turgidum
133,62,TRIT,DanaBunar2,33,22 depth 0.20-0.30,L.,Triticum spec.
134,36,INDET,DanaBunar2,37,39 depth 0.10-0.20,,Indeterminata
134,136,SEVEV,DanaBunar2,37,39 depth 0.10-0.20,(L.) P. Beauv./(L.) P. Beauv.,Setaria verticillata/viridis
134,131,TRMOD,DanaBunar2,37,39 depth 0.10-0.20,L./Schrank,Triticum monococcum/dicoccum
134,131,TRMOD,DanaBunar2,37,39 depth 0.10-0.20,L./Schrank,Triticum monococcum/dicoccum
135,44,CEREA,DanaBunar2,37,40 depth 0.20-0.30,,Cerealia indet.
135,55,GALI,DanaBunar2,37,40 depth 0.20-0.30,L.,Galium spec.
135,46,HODIV,DanaBunar2,37,40 depth 0.20-0.30,L./L.,Hordeum distichon/vulgare
135,36,INDET,DanaBunar2,37,40 depth 0.20-0.30,,Indeterminata
135,62,TRIT,DanaBunar2,37,40 depth 0.20-0.30,L.,Triticum spec.
135,138,TRMOC,DanaBunar2,37,40 depth 0.20-0.30,L.,Triticum monococcum
135,131,TRMOD,DanaBunar2,37,40 depth 0.20-0.30,L./Schrank,Triticum monococcum/dicoccum
136,44,CEREA,DanaBunar2,37,41 depth 0.00-0.10,,Cerealia indet.
136,13,POLCO,DanaBunar2,37,41 depth 0.00-0.10,(L.) A. Löve,Polygonum convolvulus
136,131,TRMOD,DanaBunar2,37,41 depth 0.00-0.10,L./Schrank,Triticum monococcum/dicoccum
137,44,CEREA,DanaBunar2,37,42 depth 0.00-0.10,,Cerealia indet.
137,36,INDET,DanaBunar2,37,42 depth 0.00-0.10,,Indeterminata
137,138,TRMOC,DanaBunar2,37,42 depth 0.00-0.10,L.,Triticum monococcum
137,131,TRMOD,DanaBunar2,37,42 depth 0.00-0.10,L./Schrank,Triticum monococcum/dicoccum
138,44,CEREA,DanaBunar2,38,1 depth 0.48-0.58,,Cerealia indet.
138,6,CHALB,DanaBunar2,38,1 depth 0.48-0.58,L.,Chenopodium album
138,133,EUPH,DanaBunar2,38,1 depth 0.48-0.58,L.,Euphorbia
138,70,FABAC,DanaBunar2,38,1 depth 0.48-0.58,,Fabaceae
138,55,GALI,DanaBunar2,38,1 depth 0.48-0.58,L.,Galium spec.
138,36,INDET,DanaBunar2,38,1 depth 0.48-0.58,,Indeterminata
138,139,LECUL,DanaBunar2,38,1 depth 0.48-0.58,Medik.,Lens culinaris
138,56,RUME,DanaBunar2,38,1 depth 0.48-0.58,L.,Rumex spec.
138,136,SEVEV,DanaBunar2,38,1 depth 0.48-0.58,(L.) P. Beauv./(L.) P. Beauv.,Setaria verticillata/viridis
138,75,TRIF,DanaBunar2,38,1 depth 0.48-0.58,L.,Trifolium spec.
139,44,CEREA,DanaBunar2,38,2 depth 0.35-0.45,,Cerealia indet.
139,36,INDET,DanaBunar2,38,2 depth 0.35-0.45,,Indeterminata
139,140,PAMIL,DanaBunar2,38,2 depth 0.35-0.45,L.,Panicum miliaceum
139,141,PHPRP,DanaBunar2,38,2 depth 0.35-0.45,L.,Phleum pratense s.str.
139,142,PISAT,DanaBunar2,38,2 depth 0.35-0.45,L.,Pisum sativum
139,131,TRMOD,DanaBunar2,38,2 depth 0.35-0.45,L./Schrank,Triticum monococcum/dicoccum
140,44,CEREA,DanaBunar2,38,3 depth 0.35-0.45,,Cerealia indet.
140,46,HODIV,DanaBunar2,38,3 depth 0.35-0.45,L./L.,Hordeum distichon/vulgare
140,36,INDET,DanaBunar2,38,3 depth 0.35-0.45,,Indeterminata
140,140,PAMIL,DanaBunar2,38,3 depth 0.35-0.45,L.,Panicum miliaceum
140,143,SCANA,DanaBunar2,38,3 depth 0.35-0.45,L.,Scleranthus annuus s.str.
141,44,CEREA,DanaBunar2,38,4 depth 0.00-0.10,,Cerealia indet.
141,6,CHALB,DanaBunar2,38,4 depth 0.00-0.10,L.,Chenopodium album
141,144,CHRUB,DanaBunar2,38,4 depth 0.00-0.10,L.,Chenopodium rubrum
141,145,ECCRU,DanaBunar2,38,4 depth 0.00-0.10,(L.) P. Beauv.,Echinochloa crus-galli
141,70,FABAC,DanaBunar2,38,4 depth 0.00-0.10,,Fabaceae
141,55,GALI,DanaBunar2,38,4 depth 0.00-0.10,L.,Galium spec.
141,140,PAMIL,DanaBunar2,38,4 depth 0.00-0.10,L.,Panicum miliaceum
141,134,POOLE,DanaBunar2,38,4 depth 0.00-0.10,L.,Portulaca oleracea s.l.
141,56,RUME,DanaBunar2,38,4 depth 0.00-0.10,L.,Rumex spec.
142,44,CEREA,DanaBunar2,38,5 depth 0.30-0.50,,Cerealia indet.
142,140,PAMIL,DanaBunar2,38,5 depth 0.30-0.50,L.,Panicum miliaceum
143,44,CEREA,DanaBunar2,39,47 depth 0.00-0.10,,Cerealia indet.
143,139,LECUL,DanaBunar2,39,47 depth 0.00-0.10,Medik.,Lens culinaris
143,131,TRMOD,DanaBunar2,39,47 depth 0.00-0.10,L./Schrank,Triticum monococcum/dicoccum
144,140,PAMIL,DanaBunar2,39,48 depth 0.10-0.20,L.,Panicum miliaceum
144,131,TRMOD,DanaBunar2,39,48 depth 0.10-0.20,L./Schrank,Triticum monococcum/dicoccum
145,44,CEREA,DanaBunar2,41,44 depth 0.00-0.10,,Cerealia indet.
145,70,FABAC,DanaBunar2,41,44 depth 0.00-0.10,,Fabaceae
146,44,CEREA,DanaBunar2,41,46 depth 0.30-0.40,,Cerealia indet.
146,46,HODIV,DanaBunar2,41,46 depth 0.30-0.40,L./L.,Hordeum distichon/vulgare
146,134,POOLE,DanaBunar2,41,46 depth 0.30-0.40,L.,Portulaca oleracea s.l.
147,44,CEREA,DanaBunar2,42,10 depth 0.10-0.20,,Cerealia indet.
147,70,FABAC,DanaBunar2,42,10 depth 0.10-0.20,,Fabaceae
147,46,HODIV,DanaBunar2,42,10 depth 0.10-0.20,L./L.,Hordeum distichon/vulgare
147,36,INDET,DanaBunar2,42,10 depth 0.10-0.20,,Indeterminata
147,139,LECUL,DanaBunar2,42,10 depth 0.10-0.20,Medik.,Lens culinaris
147,146,LITAR,DanaBunar2,42,10 depth 0.10-0.20,(L.) I. M. Johnst.,Buglossoides arvensis
147,147,MALV,DanaBunar2,42,10 depth 0.10-0.20,L.,Malva spec.
147,75,TRIF,DanaBunar2,42,10 depth 0.10-0.20,L.,Trifolium spec.
147,62,TRIT,DanaBunar2,42,10 depth 0.10-0.20,L.,Triticum spec.
148,44,CEREA,DanaBunar2,42,6 depth 0.00-0.10,,Cerealia indet.
148,6,CHALB,DanaBunar2,42,6 depth 0.00-0.10,L.,Chenopodium album
148,36,INDET,DanaBunar2,42,6 depth 0.00-0.10,,Indeterminata
148,131,TRMOD,DanaBunar2,42,6 depth 0.00-0.10,L./Schrank,Triticum monococcum/dicoccum
149,44,CEREA,DanaBunar2,42,7 depth 0.00-0.10,,Cerealia indet.
149,6,CHALB,DanaBunar2,42,7 depth 0.00-0.10,L.,Chenopodium album
149,140,PAMIL,DanaBunar2,42,7 depth 0.00-0.10,L.,Panicum miliaceum
150,44,CEREA,DanaBunar2,42,8 depth 0.10-0.20,,Cerealia indet.
150,6,CHALB,DanaBunar2,42,8 depth 0.10-0.20,L.,Chenopodium album
150,36,INDET,DanaBunar2,42,8 depth 0.10-0.20,,Indeterminata
150,148,VIERV,DanaBunar2,42,8 depth 0.10-0.20,(L.) Willd.,Vicia ervilia
151,44,CEREA,DanaBunar2,42,9 depth 0.10-0.20,,Cerealia indet.
151,70,FABAC,DanaBunar2,42,9 depth 0.10-0.20,,Fabaceae
151,36,INDET,DanaBunar2,42,9 depth 0.10-0.20,,Indeterminata
151,131,TRMOD,DanaBunar2,42,9 depth 0.10-0.20,L./Schrank,Triticum monococcum/dicoccum
152,3,APIAC,DanaBunar2,44,87 depth 0.06-0.16,,Apiaceae
152,44,CEREA,DanaBunar2,44,87 depth 0.06-0.16,,Cerealia indet.
152,6,CHALB,DanaBunar2,44,87 depth 0.06-0.16,L.,Chenopodium album
152,149,CUMSA,DanaBunar2,44,87 depth 0.06-0.16,L./L.,Cucumis melo/sativus
152,55,GALI,DanaBunar2,44,87 depth 0.06-0.16,L.,Galium spec.
152,46,HODIV,DanaBunar2,44,87 depth 0.06-0.16,L./L.,Hordeum distichon/vulgare
152,150,LACIS,DanaBunar2,44,87 depth 0.06-0.16,L./L.,Lathyrus cicera/sativus
153,44,CEREA,DanaBunar2,44,88 depth 0.20-0.30,,Cerealia indet.
153,6,CHALB,DanaBunar2,44,88 depth 0.20-0.30,L.,Chenopodium album
153,70,FABAC,DanaBunar2,44,88 depth 0.20-0.30,,Fabaceae
153,46,HODIV,DanaBunar2,44,88 depth 0.20-0.30,L./L.,Hordeum distichon/vulgare
153,36,INDET,DanaBunar2,44,88 depth 0.20-0.30,,Indeterminata
153,36,INDET,DanaBunar2,44,88 depth 0.20-0.30,,Indeterminata
153,151,LABIA,DanaBunar2,44,88 depth 0.20-0.30,,Lamiaceae
153,72,PHLE,DanaBunar2,44,88 depth 0.20-0.30,,Phleum
153,134,POOLE,DanaBunar2,44,88 depth 0.20-0.30,L.,Portulaca oleracea s.l.
153,152,SEITA,DanaBunar2,44,88 depth 0.20-0.30,(L.) P. Beauv.,Setaria italica
153,75,TRIF,DanaBunar2,44,88 depth 0.20-0.30,L.,Trifolium spec.
153,138,TRMOC,DanaBunar2,44,88 depth 0.20-0.30,L.,Triticum monococcum
153,131,TRMOD,DanaBunar2,44,88 depth 0.20-0.30,L./Schrank,Triticum monococcum/dicoccum
154,35,CARE,DanaBunar2,44,89 depth 0.30-0.40,,Carex spec.
154,44,CEREA,DanaBunar2,44,89 depth 0.30-0.40,,Cerealia indet.
154,6,CHALB,DanaBunar2,44,89 depth 0.30-0.40,L.,Chenopodium album
154,92,HEPAL,DanaBunar2,44,89 depth 0.30-0.40,(L.)R. et Sch.,Eleocharis palustris agg.
154,46,HODIV,DanaBunar2,44,89 depth 0.30-0.40,L./L.,Hordeum distichon/vulgare
154,36,INDET,DanaBunar2,44,89 depth 0.30-0.40,,Indeterminata
154,153,MEDI,DanaBunar2,44,89 depth 0.30-0.40,,Medicago
154,140,PAMIL,DanaBunar2,44,89 depth 0.30-0.40,L.,Panicum miliaceum
154,134,POOLE,DanaBunar2,44,89 depth 0.30-0.40,L.,Portulaca oleracea s.l.
154,138,TRMOC,DanaBunar2,44,89 depth 0.30-0.40,L.,Triticum monococcum
154,131,TRMOD,DanaBunar2,44,89 depth 0.30-0.40,L./Schrank,Triticum monococcum/dicoccum
154,131,TRMOD,DanaBunar2,44,89 depth 0.30-0.40,L./Schrank,Triticum monococcum/dicoccum
155,44,CEREA,DanaBunar2,44,90 depth 0.16-0.26,,Cerealia indet.
155,6,CHALB,DanaBunar2,44,90 depth 0.16-0.26,L.,Chenopodium album
155,46,HODIV,DanaBunar2,44,90 depth 0.16-0.26,L./L.,Hordeum distichon/vulgare
155,36,INDET,DanaBunar2,44,90 depth 0.16-0.26,,Indeterminata
155,154,Laleib,DanaBunar2,44,90 depth 0.16-0.26,,Lallemantia iberica
155,140,PAMIL,DanaBunar2,44,90 depth 0.16-0.26,L.,Panicum miliaceum
155,52,POACE,DanaBunar2,44,90 depth 0.16-0.26,,Poaceae
155,134,POOLE,DanaBunar2,44,90 depth 0.16-0.26,L.,Portulaca oleracea s.l.
155,138,TRMOC,DanaBunar2,44,90 depth 0.16-0.26,L.,Triticum monococcum
155,131,TRMOD,DanaBunar2,44,90 depth 0.16-0.26,L./Schrank,Triticum monococcum/dicoccum
155,131,TRMOD,DanaBunar2,44,90 depth 0.16-0.26,L./Schrank,Triticum monococcum/dicoccum
156,44,CEREA,DanaBunar2,44,91 depth 0.10-0.20,,Cerealia indet.
156,70,FABAC,DanaBunar2,44,91 depth 0.10-0.20,,Fabaceae
156,46,HODIV,DanaBunar2,44,91 depth 0.10-0.20,L./L.,Hordeum distichon/vulgare
156,36,INDET,DanaBunar2,44,91 depth 0.10-0.20,,Indeterminata
156,150,LACIS,DanaBunar2,44,91 depth 0.10-0.20,L./L.,Lathyrus cicera/sativus
156,140,PAMIL,DanaBunar2,44,91 depth 0.10-0.20,L.,Panicum miliaceum
156,41,PRUN,DanaBunar2,44,91 depth 0.10-0.20,L.,Prunus spec.
156,62,TRIT,DanaBunar2,44,91 depth 0.10-0.20,L.,Triticum spec.
157,44,CEREA,DanaBunar2,44,92 depth 0.00-0.10,,Cerealia indet.
157,6,CHALB,DanaBunar2,44,92 depth 0.00-0.10,L.,Chenopodium album
157,55,GALI,DanaBunar2,44,92 depth 0.00-0.10,L.,Galium spec.
157,45,GASPU,DanaBunar2,44,92 depth 0.00-0.10,L.,Galium spurium
157,46,HODIV,DanaBunar2,44,92 depth 0.00-0.10,L./L.,Hordeum distichon/vulgare
157,151,LABIA,DanaBunar2,44,92 depth 0.00-0.10,,Lamiaceae
157,139,LECUL,DanaBunar2,44,92 depth 0.00-0.10,Medik.,Lens culinaris
157,147,MALV,DanaBunar2,44,92 depth 0.00-0.10,L.,Malva spec.
157,155,SALV,DanaBunar2,44,92 depth 0.00-0.10,L.,Salvia spec.
157,156,SCHO,DanaBunar2,44,92 depth 0.00-0.10,(Rchb.) Palla,Schoenoplectus spec.
158,44,CEREA,DanaBunar2,44,93 depth 0.30-0.40,,Cerealia indet.
158,6,CHALB,DanaBunar2,44,93 depth 0.30-0.40,L.,Chenopodium album
158,55,GALI,DanaBunar2,44,93 depth 0.30-0.40,L.,Galium spec.
158,46,HODIV,DanaBunar2,44,93 depth 0.30-0.40,L./L.,Hordeum distichon/vulgare
158,36,INDET,DanaBunar2,44,93 depth 0.30-0.40,,Indeterminata
158,150,LACIS,DanaBunar2,44,93 depth 0.30-0.40,L./L.,Lathyrus cicera/sativus
158,140,PAMIL,DanaBunar2,44,93 depth 0.30-0.40,L.,Panicum miliaceum
158,134,POOLE,DanaBunar2,44,93 depth 0.30-0.40,L.,Portulaca oleracea s.l.
158,157,SEGLA,DanaBunar2,44,93 depth 0.30-0.40,(Poir.) Roem. & Schult.,Setaria pumila
158,138,TRMOC,DanaBunar2,44,93 depth 0.30-0.40,L.,Triticum monococcum
159,44,CEREA,DanaBunar2,46,30 depth 0.60-0.70,,Cerealia indet.
159,6,CHALB,DanaBunar2,46,30 depth 0.60-0.70,L.,Chenopodium album
159,70,FABAC,DanaBunar2,46,30 depth 0.60-0.70,,Fabaceae
159,151,LABIA,DanaBunar2,46,30 depth 0.60-0.70,,Lamiaceae
159,140,PAMIL,DanaBunar2,46,30 depth 0.60-0.70,L.,Panicum miliaceum
160,44,CEREA,DanaBunar2,46,31 depth 0.50-0.60,,Cerealia indet.
160,46,HODIV,DanaBunar2,46,31 depth 0.50-0.60,L./L.,Hordeum distichon/vulgare
160,36,INDET,DanaBunar2,46,31 depth 0.50-0.60,,Indeterminata
160,140,PAMIL,DanaBunar2,46,31 depth 0.50-0.60,L.,Panicum miliaceum
160,13,POLCO,DanaBunar2,46,31 depth 0.50-0.60,(L.) A. Löve,Polygonum convolvulus
160,134,POOLE,DanaBunar2,46,31 depth 0.50-0.60,L.,Portulaca oleracea s.l.
160,158,SETA,DanaBunar2,46,31 depth 0.50-0.60,P.B.,Setaria spec.
160,136,SEVEV,DanaBunar2,46,31 depth 0.50-0.60,(L.) P. Beauv./(L.) P. Beauv.,Setaria verticillata/viridis
160,138,TRMOC,DanaBunar2,46,31 depth 0.50-0.60,L.,Triticum monococcum
160,131,TRMOD,DanaBunar2,46,31 depth 0.50-0.60,L./Schrank,Triticum monococcum/dicoccum
160,131,TRMOD,DanaBunar2,46,31 depth 0.50-0.60,L./Schrank,Triticum monococcum/dicoccum
161,44,CEREA,DanaBunar2,46,32 depth 0.60-0.70,,Cerealia indet.
161,6,CHALB,DanaBunar2,46,32 depth 0.60-0.70,L.,Chenopodium album
161,46,HODIV,DanaBunar2,46,32 depth 0.60-0.70,L./L.,Hordeum distichon/vulgare
161,150,LACIS,DanaBunar2,46,32 depth 0.60-0.70,L./L.,Lathyrus cicera/sativus
161,56,RUME,DanaBunar2,46,32 depth 0.60-0.70,L.,Rumex spec.
161,131,TRMOD,DanaBunar2,46,32 depth 0.60-0.70,L./Schrank,Triticum monococcum/dicoccum
162,44,CEREA,DanaBunar2,46,33 depth 0.30-0.40,,Cerealia indet.
162,46,HODIV,DanaBunar2,46,33 depth 0.30-0.40,L./L.,Hordeum distichon/vulgare
162,52,POACE,DanaBunar2,46,33 depth 0.30-0.40,,Poaceae
163,44,CEREA,DanaBunar2,46,34 depth 0.40-0.50,,Cerealia indet.
163,46,HODIV,DanaBunar2,46,34 depth 0.40-0.50,L./L.,Hordeum distichon/vulgare
163,36,INDET,DanaBunar2,46,34 depth 0.40-0.50,,Indeterminata
164,44,CEREA,DanaBunar2,46,35 depth 0.30-0.40,,Cerealia indet.
164,6,CHALB,DanaBunar2,46,35 depth 0.30-0.40,L.,Chenopodium album
164,55,GALI,DanaBunar2,46,35 depth 0.30-0.40,L.,Galium spec.
164,46,HODIV,DanaBunar2,46,35 depth 0.30-0.40,L./L.,Hordeum distichon/vulgare
164,151,LABIA,DanaBunar2,46,35 depth 0.30-0.40,,Lamiaceae
164,140,PAMIL,DanaBunar2,46,35 depth 0.30-0.40,L.,Panicum miliaceum
164,62,TRIT,DanaBunar2,46,35 depth 0.30-0.40,L.,Triticum spec.
165,6,CHALB,DanaBunar2,47,49 depth 0.10-0.20,L.,Chenopodium album
166,44,CEREA,DanaBunar2,47,50 depth 0.10-0.20,,Cerealia indet.
166,150,LACIS,DanaBunar2,47,50 depth 0.10-0.20,L./L.,Lathyrus cicera/sativus
167,44,CEREA,DanaBunar2,55,54 depth 1.00-1.10,,Cerealia indet.
167,55,GALI,DanaBunar2,55,54 depth 1.00-1.10,L.,Galium spec.
167,36,INDET,DanaBunar2,55,54 depth 1.00-1.10,,Indeterminata
167,36,INDET,DanaBunar2,55,54 depth 1.00-1.10,,Indeterminata
167,75,TRIF,DanaBunar2,55,54 depth 1.00-1.10,L.,Trifolium spec.
168,44,CEREA,DanaBunar2,55,55 depth 1.00-1.10,,Cerealia indet.
168,36,INDET,DanaBunar2,55,55 depth 1.00-1.10,,Indeterminata
168,150,LACIS,DanaBunar2,55,55 depth 1.00-1.10,L./L.,Lathyrus cicera/sativus
168,131,TRMOD,DanaBunar2,55,55 depth 1.00-1.10,L./Schrank,Triticum monococcum/dicoccum
168,131,TRMOD,DanaBunar2,55,55 depth 1.00-1.10,L./Schrank,Triticum monococcum/dicoccum
169,44,CEREA,DanaBunar2,58,23 depth 0.10-0.20,,Cerealia indet.
169,140,PAMIL,DanaBunar2,58,23 depth 0.10-0.20,L.,Panicum miliaceum
169,13,POLCO,DanaBunar2,58,23 depth 0.10-0.20,(L.) A. Löve,Polygonum convolvulus
169,75,TRIF,DanaBunar2,58,23 depth 0.10-0.20,L.,Trifolium spec.
169,138,TRMOC,DanaBunar2,58,23 depth 0.10-0.20,L.,Triticum monococcum
169,131,TRMOD,DanaBunar2,58,23 depth 0.10-0.20,L./Schrank,Triticum monococcum/dicoccum
170,44,CEREA,DanaBunar2,58,24 depth 0.30-0.40,,Cerealia indet.
170,6,CHALB,DanaBunar2,58,24 depth 0.30-0.40,L.,Chenopodium album
170,55,GALI,DanaBunar2,58,24 depth 0.30-0.40,L.,Galium spec.
170,75,TRIF,DanaBunar2,58,24 depth 0.30-0.40,L.,Trifolium spec.
171,44,CEREA,DanaBunar2,58,25 depth 0.00-0.10,,Cerealia indet.
171,6,CHALB,DanaBunar2,58,25 depth 0.00-0.10,L.,Chenopodium album
171,46,HODIV,DanaBunar2,58,25 depth 0.00-0.10,L./L.,Hordeum distichon/vulgare
171,140,PAMIL,DanaBunar2,58,25 depth 0.00-0.10,L.,Panicum miliaceum
171,75,TRIF,DanaBunar2,58,25 depth 0.00-0.10,L.,Trifolium spec.
171,138,TRMOC,DanaBunar2,58,25 depth 0.00-0.10,L.,Triticum monococcum
171,138,TRMOC,DanaBunar2,58,25 depth 0.00-0.10,L.,Triticum monococcum
171,131,TRMOD,DanaBunar2,58,25 depth 0.00-0.10,L./Schrank,Triticum monococcum/dicoccum
172,44,CEREA,DanaBunar2,58,26 depth 0.10-0.20,,Cerealia indet.
172,70,FABAC,DanaBunar2,58,26 depth 0.10-0.20,,Fabaceae
172,140,PAMIL,DanaBunar2,58,26 depth 0.10-0.20,L.,Panicum miliaceum
172,75,TRIF,DanaBunar2,58,26 depth 0.10-0.20,L.,Trifolium spec.
172,138,TRMOC,DanaBunar2,58,26 depth 0.10-0.20,L.,Triticum monococcum
172,131,TRMOD,DanaBunar2,58,26 depth 0.10-0.20,L./Schrank,Triticum monococcum/dicoccum
173,44,CEREA,DanaBunar2,58,27 depth 0.30-0.40,,Cerealia indet.
173,140,PAMIL,DanaBunar2,58,27 depth 0.30-0.40,L.,Panicum miliaceum
173,75,TRIF,DanaBunar2,58,27 depth 0.30-0.40,L.,Trifolium spec.
173,138,TRMOC,DanaBunar2,58,27 depth 0.30-0.40,L.,Triticum monococcum
173,131,TRMOD,DanaBunar2,58,27 depth 0.30-0.40,L./Schrank,Triticum monococcum/dicoccum
174,150,LACIS,DanaBunar2,58,28 depth 0.20-0.30,L./L.,Lathyrus cicera/sativus
174,140,PAMIL,DanaBunar2,58,28 depth 0.20-0.30,L.,Panicum miliaceum
174,135,TRDIC,DanaBunar2,58,28 depth 0.20-0.30,(Schrank) Schübl.,Triticum dicoccum
174,75,TRIF,DanaBunar2,58,28 depth 0.20-0.30,L.,Trifolium spec.
174,138,TRMOC,DanaBunar2,58,28 depth 0.20-0.30,L.,Triticum monococcum
174,131,TRMOD,DanaBunar2,58,28 depth 0.20-0.30,L./Schrank,Triticum monococcum/dicoccum
174,131,TRMOD,DanaBunar2,58,28 depth 0.20-0.30,L./Schrank,Triticum monococcum/dicoccum
175,44,CEREA,DanaBunar2,64,11 depth 0.10-0.20,,Cerealia indet.
175,6,CHALB,DanaBunar2,64,11 depth 0.10-0.20,L.,Chenopodium album
175,36,INDET,DanaBunar2,64,11 depth 0.10-0.20,,Indeterminata
175,139,LECUL,DanaBunar2,64,11 depth 0.10-0.20,Medik.,Lens culinaris
176,83,BROM,DanaBunar2,64,12 depth 0.36-0.46,L.,Bromus spec.
176,44,CEREA,DanaBunar2,64,12 depth 0.36-0.46,,Cerealia indet.
176,6,CHALB,DanaBunar2,64,12 depth 0.36-0.46,L.,Chenopodium album
176,131,TRMOD,DanaBunar2,64,12 depth 0.36-0.46,L./Schrank,Triticum monococcum/dicoccum
177,44,CEREA,DanaBunar2,64,13 depth 0.26-0.36,,Cerealia indet.
177,70,FABAC,DanaBunar2,64,13 depth 0.26-0.36,,Fabaceae
177,46,HODIV,DanaBunar2,64,13 depth 0.26-0.36,L./L.,Hordeum distichon/vulgare
177,56,RUME,DanaBunar2,64,13 depth 0.26-0.36,L.,Rumex spec.
177,75,TRIF,DanaBunar2,64,13 depth 0.26-0.36,L.,Trifolium spec.
178,83,BROM,DanaBunar2,64,16 depth 0.48-0.58,L.,Bromus spec.
178,6,CHALB,DanaBunar2,64,16 depth 0.48-0.58,L.,Chenopodium album
179,44,CEREA,Iswid,2709_fond,Isw 2013/32,,Cerealia indet.
179,159,HOVUL,Iswid,2709_fond,Isw 2013/32,L.,Hordeum vulgare undiff.
179,36,INDET,Iswid,2709_fond,Isw 2013/32,,Indeterminata
179,150,LACIS,Iswid,2709_fond,Isw 2013/32,L./L.,Lathyrus cicera/sativus
179,160,LOTEM,Iswid,2709_fond,Isw 2013/32,L.,Lolium temulentum
179,161,Phami,Iswid,2709_fond,Isw 2013/32,,Phalaris minor
179,142,PISAT,Iswid,2709_fond,Isw 2013/32,L.,Pisum sativum
179,52,POACE,Iswid,2709_fond,Isw 2013/32,,Poaceae
179,50,POLAP,Iswid,2709_fond,Isw 2013/32,L.,Polygonum lapathifolium agg.
179,135,TRDIC,Iswid,2709_fond,Isw 2013/32,(Schrank) Schübl.,Triticum dicoccum
180,159,HOVUL,Iswid,2905 fond,Isw 2013/26,L.,Hordeum vulgare undiff.
180,36,INDET,Iswid,2905 fond,Isw 2013/26,,Indeterminata
180,36,INDET,Iswid,2905 fond,Isw 2013/26,,Indeterminata
180,162,LOLI,Iswid,2905 fond,Isw 2013/26,,Lolium spec.
180,163,PHAL,Iswid,2905 fond,Isw 2013/26,,Phalaris
180,52,POACE,Iswid,2905 fond,Isw 2013/26,,Poaceae
180,164,Polypo,Iswid,2905 fond,Isw 2013/26,,Polypogon
181,44,CEREA,Iswid,2913 fond,Isw 2013/33,,Cerealia indet.
181,44,CEREA,Iswid,2913 fond,Isw 2013/33,,Cerealia indet.
181,10,HELE,Iswid,2913 fond,Isw 2013/33,,Eleocharis
181,36,INDET,Iswid,2913 fond,Isw 2013/33,,Indeterminata
181,36,INDET,Iswid,2913 fond,Isw 2013/33,,Indeterminata
181,36,INDET,Iswid,2913 fond,Isw 2013/33,,Indeterminata
181,36,INDET,Iswid,2913 fond,Isw 2013/33,,Indeterminata
181,36,INDET,Iswid,2913 fond,Isw 2013/33,,Indeterminata
181,162,LOLI,Iswid,2913 fond,Isw 2013/33,,Lolium spec.
181,161,Phami,Iswid,2913 fond,Isw 2013/33,,Phalaris minor
181,52,POACE,Iswid,2913 fond,Isw 2013/33,,Poaceae
181,52,POACE,Iswid,2913 fond,Isw 2013/33,,Poaceae
181,14,POLPE,Iswid,2913 fond,Isw 2013/33,L./L.,Polygonum lapathifolium/persicaria
181,135,TRDIC,Iswid,2913 fond,Isw 2013/33,(Schrank) Schübl.,Triticum dicoccum
182,165,ACAC,Iswid,foyer 2174,Isw 2013/15,,Acacia sp.
182,166,ANGMO,Iswid,foyer 2174,Isw 2013/15,,Angiospermae Monocotyledonae
182,88,ASTER,Iswid,foyer 2174,Isw 2013/15,,Asteraceae
182,44,CEREA,Iswid,foyer 2174,Isw 2013/15,,Cerealia indet.
182,167,CYPE,Iswid,foyer 2174,Isw 2013/15,,Cyperus
182,168,CYPER,Iswid,foyer 2174,Isw 2013/15,,Cyperaceae
182,159,HOVUL,Iswid,foyer 2174,Isw 2013/15,L.,Hordeum vulgare undiff.
182,36,INDET,Iswid,foyer 2174,Isw 2013/15,,Indeterminata
182,160,LOTEM,Iswid,foyer 2174,Isw 2013/15,L.,Lolium temulentum
182,161,Phami,Iswid,foyer 2174,Isw 2013/15,,Phalaris minor
182,169,PHRA,Iswid,foyer 2174,Isw 2013/15,,Phragmites
182,52,POACE,Iswid,foyer 2174,Isw 2013/15,,Poaceae
182,52,POACE,Iswid,foyer 2174,Isw 2013/15,,Poaceae
182,14,POLPE,Iswid,foyer 2174,Isw 2013/15,L./L.,Polygonum lapathifolium/persicaria
