system_id,result_id,Befu,Zustand,ProbNr,cf,ProjektNr,RTyp,PCODE,SumFAnzahl,SumFFrag,SumFGewicht,SumPflR,Zust,geschätzt
740,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,CATRI,30.0,0.0,0.0,30,sf,
741,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,CECYA,1.0,0.0,0.0,1,sf,
742,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,CHALB,33.0,0.0,0.0,33,sf,
743,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,COAVE,37.0,0.0,0.0,37,sf,
744,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,COMA,6.0,0.0,0.0,6,sf,
745,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,FRVES,4.0,0.0,0.0,4,sf,
746,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,GAIS,1.0,0.0,0.0,1,sf,
747,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,HEPAL,9.0,0.0,0.0,9,sf,
748,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,HULUP,3.0,0.0,0.0,3,sf,
749,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,INDET,2.0,0.0,0.0,2,sf,
750,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,JUCOC,2.0,0.0,0.0,2,sf,
751,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,LAMI,1.0,0.0,0.0,1,sf,
752,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,LIUSI,1.0,0.0,0.0,1,sf,
753,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,OXACE,1.0,0.0,0.0,1,sf,
754,,12026,waterlogged,22_0005_0004,-,22_0005,Bl,PIEXC,73.0,0.0,0.0,73,sf,
755,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,POACE,10.0,0.0,0.0,10,sf,
756,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,POAVI,26.0,0.0,0.0,26,sf,
757,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,POERE,6.0,0.0,0.0,6,sf,
758,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,POLAP,7.0,0.0,0.0,7,sf,
759,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,POLCO,3.0,0.0,0.0,3,sf,
760,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,PRVUL,1.0,0.0,0.0,1,sf,
761,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,RAARE,19.0,0.0,0.0,19,sf,
762,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,RASCE,1.0,0.0,0.0,1,sf,
763,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,RUFRU,1.0,0.0,0.0,1,sf,
764,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,RUIDA,4.0,0.0,0.0,4,sf,
765,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,RUMAC,9.0,0.0,0.0,9,sf,
766,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,RUME,1.0,0.0,0.0,1,sf,
767,,12026,waterlogged,22_0005_0004,A,22_0005,Sa/Fr,SCTAB,20.0,0.0,0.0,20,sf,
768,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,SILE,3.0,0.0,0.0,3,sf,
769,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,SISEL,1.0,0.0,0.0,1,sf,
770,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,SPARV,1.0,0.0,0.0,1,sf,
771,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,STGRA,1.0,0.0,0.0,1,sf,
772,,12026,charred,22_0005_0004,-,22_0005,Sa/Fr,STMES,18.0,0.0,0.0,18,vk,
773,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,THARV,3.0,0.0,0.0,3,sf,
774,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,URDIO,27.0,0.0,0.0,27,sf,
775,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,URURE,5.0,0.0,0.0,5,sf,
776,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,AECYN,1.0,0.0,0.0,1,sf,
777,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,ALCH,1.0,0.0,0.0,1,sf,
778,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,CABIC,4.0,0.0,0.0,4,sf,
779,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,CATRI,29.0,0.0,0.0,29,sf,
780,,200125,charred,22_0005_0012,-,22_0005,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
781,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,CHALB,10.0,0.0,0.0,10,sf,
782,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,CHEN,5.0,0.0,0.0,5,sf,
783,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,EUPEP,1.0,0.0,0.0,1,sf,
784,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,FICAR,8.0,0.0,0.0,8,sf,
785,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,INDET,1.0,0.0,0.0,1,sf,
786,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,LAMI,1.0,0.0,0.0,1,sf,
787,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,LUMUL,2.0,0.0,0.0,2,sf,
788,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,PAPA,1.0,0.0,0.0,1,sf,
789,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,POAVI,1.0,0.0,0.0,1,sf,
790,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,POTE,1.0,0.0,0.0,1,sf,
791,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,RASCE,1.0,0.0,0.0,1,sf,
792,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,RUFRU,10.0,0.0,0.0,10,sf,
793,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,RUIDA,15.0,0.0,0.0,15,sf,
794,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,RUMAC,8.0,0.0,0.0,8,sf,
795,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,SANIG,8.0,0.0,0.0,8,sf,
796,,200125,charred,22_0005_0012,-,22_0005,Sa/Fr,SECER,2.0,0.0,0.0,2,vk,
797,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,SILE,1.0,0.0,0.0,1,sf,
798,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,SODUL,11.0,0.0,0.0,11,sf,
799,,200125,charred,22_0005_0012,-,22_0005,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
800,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,STPAL,1.0,0.0,0.0,1,sf,
801,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,TARA,1.0,0.0,0.0,1,sf,
802,,200125,charred,22_0005_0012,-,22_0005,Sa/Fr,TRAED,1.0,0.0,0.0,1,vk,
803,,200125,waterlogged,22_0005_0012,-,22_0005,Sa/Fr,URDIO,2.0,0.0,0.0,2,sf,
804,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,ALCH,2.0,0.0,0.0,2,sf,
805,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,ARCMI,2.0,0.0,0.0,2,sf,
806,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,BRAS,2.0,0.0,0.0,2,sf,
807,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,CABIC,7.0,0.0,0.0,7,sf,
808,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,CATRI,22.0,0.0,0.0,22,sf,
809,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,CHALB,45.0,0.0,0.0,45,sf,
810,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,COAVE,6.0,0.0,0.0,6,sf,
811,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,FUOFF,1.0,0.0,0.0,1,sf,
812,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,GAIS,1.0,0.0,0.0,1,sf,
813,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,HULUP,2.0,0.0,0.0,2,sf,
814,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,HYNIG,1.0,0.0,0.0,1,sf,
815,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,INDET,10.0,0.0,0.0,10,sf,
816,,200149,waterlogged,22_0005_0013,-,22_0005,Bl,PIEXC,3.0,0.0,0.0,3,sf,
817,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,PLMAJ,1.0,0.0,0.0,1,sf,
818,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,POAVI,6.0,0.0,0.0,6,sf,
819,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,POLAP,6.0,0.0,0.0,6,sf,
820,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,POLCO,1.0,0.0,0.0,1,sf,
821,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,RANU,1.0,0.0,0.0,1,sf,
822,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,RASCE,5.0,0.0,0.0,5,sf,
823,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,RUFRU,3.0,0.0,0.0,3,sf,
824,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,RUIDA,1.0,0.0,0.0,1,sf,
825,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,RUMAC,1.0,0.0,0.0,1,sf,
826,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,SASAG,1.0,0.0,0.0,1,sf,
827,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,SILE,1.0,0.0,0.0,1,sf,
828,,200149,charred,22_0005_0013,-,22_0005,Sa/Fr,STMES,15.0,0.0,0.0,15,vk,
829,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,STPAL,3.0,0.0,0.0,3,sf,
830,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,THARV,3.0,0.0,0.0,3,sf,
831,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,URDIO,3.0,0.0,0.0,3,sf,
832,,200149,waterlogged,22_0005_0013,-,22_0005,Sa/Fr,URURE,3.0,0.0,0.0,3,sf,
833,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,ALCH,2.0,0.0,0.0,2,sf,
834,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,ARCMI,1.0,0.0,0.0,1,sf,
835,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,ASTER,3.0,0.0,0.0,3,sf,
836,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,CABIC,30.0,0.0,0.0,30,sf,
837,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,CATRI,9.0,0.0,0.0,9,sf,
838,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,CHALB,13.0,0.0,0.0,13,sf,
839,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,CHEN,2.0,0.0,0.0,2,sf,
840,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,COAVE,40.0,0.0,0.0,40,sf,
841,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,EUHEL,1.0,0.0,0.0,1,sf,
842,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,FICAR,1.0,0.0,0.0,1,sf,
843,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,FIULM,1.0,0.0,0.0,1,sf,
844,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,FRVES,7.0,0.0,0.0,7,sf,
845,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,HEPAL,4.0,0.0,0.0,4,sf,
846,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,HULUP,1.0,0.0,0.0,1,sf,
847,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,LUMUL,1.0,0.0,0.0,1,sf,
848,,200177,waterlogged,22_0005_0009,-,22_0005,Bl,PIEXC,24.0,0.0,0.0,24,sf,
849,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,POAVI,6.0,0.0,0.0,6,sf,
850,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,POERE,22.0,0.0,0.0,22,sf,
851,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,POLAP,4.0,0.0,0.0,4,sf,
852,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,POLCO,2.0,0.0,0.0,2,sf,
853,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,POTA,1.0,0.0,0.0,1,sf,
854,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,PRVUL,1.0,0.0,0.0,1,sf,
855,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,RAARE,12.0,0.0,0.0,12,sf,
856,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,RUACE,1.0,0.0,0.0,1,sf,
857,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,RUFRU,1.0,0.0,0.0,1,sf,
858,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,RUIDA,7.0,0.0,0.0,7,sf,
859,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,RUMAC,2.0,0.0,0.0,2,sf,
860,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,SOLA,1.0,0.0,0.0,1,sf,
861,,200177,charred,22_0005_0009,-,22_0005,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
862,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,STPAL,2.0,0.0,0.0,2,sf,
863,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,THARV,1.0,0.0,0.0,1,sf,
864,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,TRIF,1.0,0.0,0.0,1,sf,
865,,200177,waterlogged,22_0005_0009,-,22_0005,Sa/Fr,URURE,1.0,0.0,0.0,1,sf,
866,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,ALGLU,18.0,0.0,0.0,18,sf,
867,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,APIAC,2.0,0.0,0.0,2,sf,
868,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,ASTER,1.0,0.0,0.0,1,sf,
869,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,AVSAT,800.0,0.0,0.0,800,sf,
870,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,CABIC,34.0,0.0,0.0,34,sf,
871,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,CATRI,24.0,0.0,0.0,24,sf,
872,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,CERA,2.0,0.0,0.0,2,sf,
873,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,CHALB,4.0,0.0,0.0,4,sf,
874,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,COAVE,2.0,0.0,0.0,2,sf,
875,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,EUHEL,2.0,0.0,0.0,2,sf,
876,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,FICAR,2.0,0.0,0.0,2,sf,
877,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,FRVES,4.0,0.0,0.0,4,sf,
878,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,FUOFF,1.0,0.0,0.0,1,sf,
879,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,GAIS,1.0,0.0,0.0,1,sf,
880,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,GEUM,1.0,0.0,0.0,1,sf,
881,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,HEPAL,17.0,0.0,0.0,17,sf,
882,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,HYNIG,1.0,0.0,0.0,1,sf,
883,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,INDET,7.0,0.0,0.0,7,sf,
884,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,LEON,1.0,0.0,0.0,1,sf,
885,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,LUMUL,1.0,0.0,0.0,1,sf,
886,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,METRI,2.0,0.0,0.0,2,sf,
887,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,OXACE,1.0,0.0,0.0,1,sf,
888,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,POACE,7.0,0.0,0.0,7,sf,
889,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,POAVI,8.0,0.0,0.0,8,sf,
890,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,POLAP,4.0,0.0,0.0,4,sf,
891,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,POLCO,2.0,0.0,0.0,2,sf,
892,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,POTA,6.0,0.0,0.0,6,sf,
893,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,RAARE,10.0,0.0,0.0,10,sf,
894,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,RUIDA,2.0,0.0,0.0,2,sf,
895,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,RUMAC,1.0,0.0,0.0,1,sf,
896,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,RUME,3.0,0.0,0.0,3,sf,
897,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,RUMMA,3.0,0.0,0.0,3,sf,
898,,200473,waterlogged,22_0005_0005,A,22_0005,Sa/Fr,SCTAB,90.0,0.0,0.0,90,sf,
899,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,SILE,2.0,0.0,0.0,2,sf,
900,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,SOLA,1.0,0.0,0.0,1,sf,
901,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,SPARV,1.0,0.0,0.0,1,sf,
902,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,STGRA,2.0,0.0,0.0,2,sf,
903,,200473,charred,22_0005_0005,-,22_0005,Sa/Fr,STMES,32.0,0.0,0.0,32,vk,
904,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,THARV,10.0,0.0,0.0,10,sf,
905,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,THFLA,1.0,0.0,0.0,1,sf,
906,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,TRIEU,1.0,0.0,0.0,1,sf,
907,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,URDIO,4.0,0.0,0.0,4,sf,
908,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,URURE,2.0,0.0,0.0,2,sf,
909,,200473,waterlogged,22_0005_0005,-,22_0005,Sa/Fr,VIOL,10.0,0.0,0.0,10,sf,
910,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,ALGLU,2.0,0.0,0.0,2,sf,
911,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,AVSAT,2.0,0.0,0.0,2,sf,
912,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,CABIC,29.0,0.0,0.0,29,sf,
913,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,CATRI,6.0,0.0,0.0,6,sf,
914,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,CERA,3.0,0.0,0.0,3,sf,
915,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,CHEN,10.0,0.0,0.0,10,sf,
916,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,CIRS,2.0,0.0,0.0,2,sf,
917,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,COAVE,2.0,0.0,0.0,2,sf,
918,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,EUHEL,1.0,0.0,0.0,1,sf,
919,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,FICAR,2.0,0.0,0.0,2,sf,
920,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,FRVES,2.0,0.0,0.0,2,sf,
921,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,HEPAL,1.0,0.0,0.0,1,sf,
922,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,HULUP,43.0,0.0,0.0,43,sf,
923,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,INDET,10.0,0.0,0.0,10,sf,
924,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,LUMUL,2.0,0.0,0.0,2,sf,
925,,200475,waterlogged,22_0005_0006,-,22_0005,Bl,PIEXC,1.0,0.0,0.0,1,sf,
926,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,POAVI,12.0,0.0,0.0,12,sf,
927,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,POERE,1.0,0.0,0.0,1,sf,
928,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,POLAP,1.0,0.0,0.0,1,sf,
929,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,POTA,4.0,0.0,0.0,4,sf,
930,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,PRVUL,1.0,0.0,0.0,1,sf,
931,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,RANU,1.0,0.0,0.0,1,sf,
932,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,RUFRU,1.0,0.0,0.0,1,sf,
933,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,RUIDA,3.0,0.0,0.0,3,sf,
934,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,RUMAC,1.0,0.0,0.0,1,sf,
935,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,RUMMA,3.0,0.0,0.0,3,sf,
936,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,SANIG,1.0,0.0,0.0,1,sf,
937,,200475,waterlogged,22_0005_0006,A,22_0005,Sa/Fr,SCTAB,61.0,0.0,0.0,61,sf,
938,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,SPARV,1.0,0.0,0.0,1,sf,
939,,200475,charred,22_0005_0006,-,22_0005,Sa/Fr,STMES,3.0,0.0,0.0,3,vk,
940,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,TARA,2.0,0.0,0.0,2,sf,
941,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,THARV,1.0,0.0,0.0,1,sf,
942,,200475,waterlogged,22_0005_0006,-,22_0005,Sa/Fr,URDIO,2.0,0.0,0.0,2,sf,
943,,23362,waterlogged,22_0005_0010,-,22_0005,Sa/Fr,CHALB,55.0,0.0,0.0,55,sf,
944,,23362,waterlogged,22_0005_0010,-,22_0005,Sa/Fr,COAVE,1.0,0.0,0.0,1,sf,
945,,23362,waterlogged,22_0005_0010,-,22_0005,Sa/Fr,RAARE,35.0,0.0,0.0,35,sf,
946,,23362,waterlogged,22_0005_0010,-,22_0005,Sa/Fr,RASCE,6.0,0.0,0.0,6,sf,
947,,23362,waterlogged,22_0005_0010,-,22_0005,Sa/Fr,RUIDA,2.0,0.0,0.0,2,sf,
948,,23362,waterlogged,22_0005_0010,-,22_0005,Sa/Fr,SOLA,1.0,0.0,0.0,1,sf,
949,,23362,charred,22_0005_0010,-,22_0005,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
950,,23362,waterlogged,22_0005_0010,-,22_0005,Sa/Fr,URDIO,1.0,0.0,0.0,1,sf,
951,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,ALOP,7.0,0.0,0.0,7,sf,
952,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,AVSAT,1.0,0.0,0.0,1,sf,
953,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,CATRI,1.0,0.0,0.0,1,sf,
954,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,CERA,1.0,0.0,0.0,1,sf,
955,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,CHAE,1.0,0.0,0.0,1,sf,
956,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,CHALB,23.0,0.0,0.0,23,sf,
957,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,CIRS,1.0,0.0,0.0,1,sf,
958,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,COAVE,2.0,0.0,0.0,2,sf,
959,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,INDET,5.0,0.0,0.0,5,sf,
960,,23434,waterlogged,22_0005_0007,-,22_0005,Bl,PIEXC,2.0,0.0,0.0,2,sf,
961,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,PLMAJ,1.0,0.0,0.0,1,sf,
962,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,POAVI,6.0,0.0,0.0,6,sf,
963,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,POLAP,1.0,0.0,0.0,1,sf,
964,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,POTE,1.0,0.0,0.0,1,sf,
965,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,RAARE,13.0,0.0,0.0,13,sf,
966,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,RASCE,5.0,0.0,0.0,5,sf,
967,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,RUACE,1.0,0.0,0.0,1,sf,
968,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,RUCRI,2.0,0.0,0.0,2,sf,
969,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,RUIDA,1.0,0.0,0.0,1,sf,
970,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,SORB,1.0,0.0,0.0,1,sf,
971,,23434,waterlogged,22_0005_0007,-,22_0005,Sa/Fr,URDIO,1.0,0.0,0.0,1,sf,
972,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,CATRI,2.0,0.0,0.0,2,sf,
973,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,CHEN,14.0,0.0,0.0,14,sf,
974,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,POAVI,2.0,0.0,0.0,2,sf,
975,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,POLAP,1.0,0.0,0.0,1,sf,
976,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,PRCER,1.0,0.0,0.0,1,sf,
977,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,RAARE,1.0,0.0,0.0,1,sf,
978,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,RASCE,50.0,0.0,0.0,50,sf,
979,,23491,waterlogged,22_0005_0008,-,22_0005,Sa/Fr,RUIDA,14.0,0.0,0.0,14,sf,
